State,Year,resident_population,Pop_Unit
AL,2017,4875,Thousand
AL,2016,4865,Thousand
AL,2015,4853,Thousand
AL,2014,4842,Thousand
AL,2013,4830,Thousand
AL,2012,4816,Thousand
AL,2011,4799,Thousand
AL,2010,4785,Thousand
AL,2009,4758,Thousand
AL,2008,4718,Thousand
AL,2007,4673,Thousand
AL,2006,4629,Thousand
AL,2005,4570,Thousand
AL,2004,4531,Thousand
AL,2003,4503,Thousand
AL,2002,4480,Thousand
AL,2001,4468,Thousand
AL,2000,4452,Thousand
AL,1999,4430,Thousand
AL,1998,4405,Thousand
AL,1997,4368,Thousand
AL,1996,4331,Thousand
AL,1995,4297,Thousand
AL,1994,4260,Thousand
AL,1993,4214,Thousand
AL,1992,4154,Thousand
AL,1991,4099,Thousand
AL,1990,4050,Thousand
AL,1989,4030,Thousand
AL,1988,4024,Thousand
AL,1987,4015,Thousand
AL,1986,3992,Thousand
AL,1985,3973,Thousand
AL,1984,3952,Thousand
AL,1983,3934,Thousand
AL,1982,3925,Thousand
AL,1981,3919,Thousand
AL,1980,3900,Thousand
AL,1979,3866,Thousand
AL,1978,3832,Thousand
AL,1977,3780,Thousand
AL,1976,3735,Thousand
AL,1975,3679,Thousand
AL,1974,3626,Thousand
AL,1973,3580,Thousand
AL,1972,3539,Thousand
AL,1971,3497,Thousand
AL,1970,3451,Thousand
AL,1969,3440,Thousand
AL,1968,3446,Thousand
AL,1967,3458,Thousand
AL,1966,3464,Thousand
AL,1965,3443,Thousand
AL,1964,3395,Thousand
AL,1963,3358,Thousand
AL,1962,3323,Thousand
AL,1961,3316,Thousand
AL,1960,3274,Thousand
AK,2017,740,Thousand
AK,2016,742,Thousand
AK,2015,738,Thousand
AK,2014,736,Thousand
AK,2013,737,Thousand
AK,2012,730,Thousand
AK,2011,722,Thousand
AK,2010,714,Thousand
AK,2009,699,Thousand
AK,2008,687,Thousand
AK,2007,680,Thousand
AK,2006,675,Thousand
AK,2005,667,Thousand
AK,2004,659,Thousand
AK,2003,648,Thousand
AK,2002,642,Thousand
AK,2001,634,Thousand
AK,2000,628,Thousand
AK,1999,625,Thousand
AK,1998,620,Thousand
AK,1997,613,Thousand
AK,1996,609,Thousand
AK,1995,604,Thousand
AK,1994,603,Thousand
AK,1993,599,Thousand
AK,1992,589,Thousand
AK,1991,570,Thousand
AK,1990,553,Thousand
AK,1989,547,Thousand
AK,1988,542,Thousand
AK,1987,539,Thousand
AK,1986,544,Thousand
AK,1985,532,Thousand
AK,1984,514,Thousand
AK,1983,488,Thousand
AK,1982,450,Thousand
AK,1981,418,Thousand
AK,1980,405,Thousand
AK,1979,403,Thousand
AK,1978,405,Thousand
AK,1977,403,Thousand
AK,1976,401,Thousand
AK,1975,376,Thousand
AK,1974,341,Thousand
AK,1973,331,Thousand
AK,1972,324,Thousand
AK,1971,316,Thousand
AK,1970,304,Thousand
AK,1969,296,Thousand
AK,1968,285,Thousand
AK,1967,278,Thousand
AK,1966,271,Thousand
AK,1965,271,Thousand
AK,1964,263,Thousand
AK,1963,256,Thousand
AK,1962,246,Thousand
AK,1961,238,Thousand
AK,1960,229,Thousand
AZ,2017,7049,Thousand
AZ,2016,6945,Thousand
AZ,2015,6834,Thousand
AZ,2014,6734,Thousand
AZ,2013,6635,Thousand
AZ,2012,6557,Thousand
AZ,2011,6473,Thousand
AZ,2010,6408,Thousand
AZ,2009,6343,Thousand
AZ,2008,6280,Thousand
AZ,2007,6168,Thousand
AZ,2006,6029,Thousand
AZ,2005,5839,Thousand
AZ,2004,5652,Thousand
AZ,2003,5510,Thousand
AZ,2002,5396,Thousand
AZ,2001,5273,Thousand
AZ,2000,5161,Thousand
AZ,1999,5024,Thousand
AZ,1998,4883,Thousand
AZ,1997,4737,Thousand
AZ,1996,4587,Thousand
AZ,1995,4432,Thousand
AZ,1994,4245,Thousand
AZ,1993,4065,Thousand
AZ,1992,3916,Thousand
AZ,1991,3789,Thousand
AZ,1990,3684,Thousand
AZ,1989,3622,Thousand
AZ,1988,3535,Thousand
AZ,1987,3437,Thousand
AZ,1986,3308,Thousand
AZ,1985,3184,Thousand
AZ,1984,3067,Thousand
AZ,1983,2969,Thousand
AZ,1982,2890,Thousand
AZ,1981,2810,Thousand
AZ,1980,2738,Thousand
AZ,1979,2636,Thousand
AZ,1978,2515,Thousand
AZ,1977,2425,Thousand
AZ,1976,2346,Thousand
AZ,1975,2285,Thousand
AZ,1974,2223,Thousand
AZ,1973,2124,Thousand
AZ,1972,2008,Thousand
AZ,1971,1896,Thousand
AZ,1970,1792,Thousand
AZ,1969,1737,Thousand
AZ,1968,1682,Thousand
AZ,1967,1646,Thousand
AZ,1966,1614,Thousand
AZ,1965,1584,Thousand
AZ,1964,1556,Thousand
AZ,1963,1521,Thousand
AZ,1962,1471,Thousand
AZ,1961,1407,Thousand
AZ,1960,1321,Thousand
AR,2017,3003,Thousand
AR,2016,2990,Thousand
AR,2015,2978,Thousand
AR,2014,2968,Thousand
AR,2013,2960,Thousand
AR,2012,2952,Thousand
AR,2011,2940,Thousand
AR,2010,2922,Thousand
AR,2009,2897,Thousand
AR,2008,2875,Thousand
AR,2007,2849,Thousand
AR,2006,2822,Thousand
AR,2005,2781,Thousand
AR,2004,2750,Thousand
AR,2003,2725,Thousand
AR,2002,2706,Thousand
AR,2001,2692,Thousand
AR,2000,2679,Thousand
AR,1999,2652,Thousand
AR,1998,2626,Thousand
AR,1997,2601,Thousand
AR,1996,2572,Thousand
AR,1995,2535,Thousand
AR,1994,2494,Thousand
AR,1993,2456,Thousand
AR,1992,2416,Thousand
AR,1991,2383,Thousand
AR,1990,2357,Thousand
AR,1989,2346,Thousand
AR,1988,2343,Thousand
AR,1987,2342,Thousand
AR,1986,2332,Thousand
AR,1985,2327,Thousand
AR,1984,2320,Thousand
AR,1983,2306,Thousand
AR,1982,2294,Thousand
AR,1981,2293,Thousand
AR,1980,2289,Thousand
AR,1979,2271,Thousand
AR,1978,2243,Thousand
AR,1977,2209,Thousand
AR,1976,2170,Thousand
AR,1975,2160,Thousand
AR,1974,2101,Thousand
AR,1973,2059,Thousand
AR,1972,2019,Thousand
AR,1971,1972,Thousand
AR,1970,1932,Thousand
AR,1969,1913,Thousand
AR,1968,1902,Thousand
AR,1967,1901,Thousand
AR,1966,1899,Thousand
AR,1965,1894,Thousand
AR,1964,1897,Thousand
AR,1963,1875,Thousand
AR,1962,1853,Thousand
AR,1961,1806,Thousand
AR,1960,1789,Thousand
CA,2017,39399,Thousand
CA,2016,39209,Thousand
CA,2015,38953,Thousand
CA,2014,38625,Thousand
CA,2013,38281,Thousand
CA,2012,37961,Thousand
CA,2011,37642,Thousand
CA,2010,37321,Thousand
CA,2009,36961,Thousand
CA,2008,36604,Thousand
CA,2007,36250,Thousand
CA,2006,36021,Thousand
CA,2005,35828,Thousand
CA,2004,35575,Thousand
CA,2003,35253,Thousand
CA,2002,34872,Thousand
CA,2001,34479,Thousand
CA,2000,33988,Thousand
CA,1999,33499,Thousand
CA,1998,32988,Thousand
CA,1997,32486,Thousand
CA,1996,32019,Thousand
CA,1995,31697,Thousand
CA,1994,31484,Thousand
CA,1993,31275,Thousand
CA,1992,30975,Thousand
CA,1991,30471,Thousand
CA,1990,29960,Thousand
CA,1989,29218,Thousand
CA,1988,28464,Thousand
CA,1987,27777,Thousand
CA,1986,27102,Thousand
CA,1985,26441,Thousand
CA,1984,25844,Thousand
CA,1983,25360,Thousand
CA,1982,24820,Thousand
CA,1981,24286,Thousand
CA,1980,23801,Thousand
CA,1979,23257,Thousand
CA,1978,22836,Thousand
CA,1977,22352,Thousand
CA,1976,21936,Thousand
CA,1975,21538,Thousand
CA,1974,21174,Thousand
CA,1973,20869,Thousand
CA,1972,20585,Thousand
CA,1971,20346,Thousand
CA,1970,20007,Thousand
CA,1969,19711,Thousand
CA,1968,19394,Thousand
CA,1967,19176,Thousand
CA,1966,18858,Thousand
CA,1965,18585,Thousand
CA,1964,18151,Thousand
CA,1963,17668,Thousand
CA,1962,17072,Thousand
CA,1961,16497,Thousand
CA,1960,15870,Thousand
CO,2017,5616,Thousand
CO,2016,5541,Thousand
CO,2015,5452,Thousand
CO,2014,5351,Thousand
CO,2013,5270,Thousand
CO,2012,5194,Thousand
CO,2011,5122,Thousand
CO,2010,5048,Thousand
CO,2009,4972,Thousand
CO,2008,4890,Thousand
CO,2007,4804,Thousand
CO,2006,4720,Thousand
CO,2005,4632,Thousand
CO,2004,4575,Thousand
CO,2003,4529,Thousand
CO,2002,4490,Thousand
CO,2001,4426,Thousand
CO,2000,4327,Thousand
CO,1999,4226,Thousand
CO,1998,4117,Thousand
CO,1997,4018,Thousand
CO,1996,3920,Thousand
CO,1995,3827,Thousand
CO,1994,3724,Thousand
CO,1993,3614,Thousand
CO,1992,3496,Thousand
CO,1991,3387,Thousand
CO,1990,3308,Thousand
CO,1989,3276,Thousand
CO,1988,3262,Thousand
CO,1987,3260,Thousand
CO,1986,3237,Thousand
CO,1985,3209,Thousand
CO,1984,3170,Thousand
CO,1983,3134,Thousand
CO,1982,3062,Thousand
CO,1981,2978,Thousand
CO,1980,2909,Thousand
CO,1979,2849,Thousand
CO,1978,2767,Thousand
CO,1977,2696,Thousand
CO,1976,2632,Thousand
CO,1975,2586,Thousand
CO,1974,2541,Thousand
CO,1973,2496,Thousand
CO,1972,2405,Thousand
CO,1971,2304,Thousand
CO,1970,2223,Thousand
CO,1969,2166,Thousand
CO,1968,2120,Thousand
CO,1967,2053,Thousand
CO,1966,2007,Thousand
CO,1965,1985,Thousand
CO,1964,1970,Thousand
CO,1963,1936,Thousand
CO,1962,1899,Thousand
CO,1961,1844,Thousand
CO,1960,1769,Thousand
CT,2017,3574,Thousand
CT,2016,3579,Thousand
CT,2015,3588,Thousand
CT,2014,3595,Thousand
CT,2013,3595,Thousand
CT,2012,3594,Thousand
CT,2011,3588,Thousand
CT,2010,3579,Thousand
CT,2009,3562,Thousand
CT,2008,3546,Thousand
CT,2007,3527,Thousand
CT,2006,3517,Thousand
CT,2005,3507,Thousand
CT,2004,3496,Thousand
CT,2003,3484,Thousand
CT,2002,3459,Thousand
CT,2001,3433,Thousand
CT,2000,3412,Thousand
CT,1999,3386,Thousand
CT,1998,3365,Thousand
CT,1997,3349,Thousand
CT,1996,3337,Thousand
CT,1995,3324,Thousand
CT,1994,3316,Thousand
CT,1993,3309,Thousand
CT,1992,3301,Thousand
CT,1991,3303,Thousand
CT,1990,3292,Thousand
CT,1989,3283,Thousand
CT,1988,3272,Thousand
CT,1987,3247,Thousand
CT,1986,3224,Thousand
CT,1985,3201,Thousand
CT,1984,3180,Thousand
CT,1983,3162,Thousand
CT,1982,3139,Thousand
CT,1981,3129,Thousand
CT,1980,3113,Thousand
CT,1979,3096,Thousand
CT,1978,3092,Thousand
CT,1977,3086,Thousand
CT,1976,3083,Thousand
CT,1975,3082,Thousand
CT,1974,3074,Thousand
CT,1973,3068,Thousand
CT,1972,3069,Thousand
CT,1971,3061,Thousand
CT,1970,3041,Thousand
CT,1969,3000,Thousand
CT,1968,2964,Thousand
CT,1967,2935,Thousand
CT,1966,2903,Thousand
CT,1965,2857,Thousand
CT,1964,2798,Thousand
CT,1963,2727,Thousand
CT,1962,2647,Thousand
CT,1961,2586,Thousand
CT,1960,2544,Thousand
DE,2017,957,Thousand
DE,2016,949,Thousand
DE,2015,941,Thousand
DE,2014,933,Thousand
DE,2013,924,Thousand
DE,2012,915,Thousand
DE,2011,907,Thousand
DE,2010,900,Thousand
DE,2009,892,Thousand
DE,2008,884,Thousand
DE,2007,872,Thousand
DE,2006,859,Thousand
DE,2005,845,Thousand
DE,2004,831,Thousand
DE,2003,818,Thousand
DE,2002,806,Thousand
DE,2001,796,Thousand
DE,2000,786,Thousand
DE,1999,775,Thousand
DE,1998,763,Thousand
DE,1997,751,Thousand
DE,1996,741,Thousand
DE,1995,730,Thousand
DE,1994,718,Thousand
DE,1993,706,Thousand
DE,1992,695,Thousand
DE,1991,683,Thousand
DE,1990,670,Thousand
DE,1989,658,Thousand
DE,1988,648,Thousand
DE,1987,637,Thousand
DE,1986,628,Thousand
DE,1985,618,Thousand
DE,1984,612,Thousand
DE,1983,605,Thousand
DE,1982,599,Thousand
DE,1981,596,Thousand
DE,1980,595,Thousand
DE,1979,595,Thousand
DE,1978,595,Thousand
DE,1977,592,Thousand
DE,1976,590,Thousand
DE,1975,587,Thousand
DE,1974,581,Thousand
DE,1973,578,Thousand
DE,1972,573,Thousand
DE,1971,565,Thousand
DE,1970,551,Thousand
DE,1969,540,Thousand
DE,1968,534,Thousand
DE,1967,525,Thousand
DE,1966,516,Thousand
DE,1965,507,Thousand
DE,1964,497,Thousand
DE,1963,483,Thousand
DE,1962,469,Thousand
DE,1961,461,Thousand
DE,1960,449,Thousand
DC,2017,696,Thousand
DC,2016,687,Thousand
DC,2015,675,Thousand
DC,2014,663,Thousand
DC,2013,650,Thousand
DC,2012,635,Thousand
DC,2011,620,Thousand
DC,2010,605,Thousand
DC,2009,592,Thousand
DC,2008,580,Thousand
DC,2007,574,Thousand
DC,2006,571,Thousand
DC,2005,567,Thousand
DC,2004,568,Thousand
DC,2003,569,Thousand
DC,2002,573,Thousand
DC,2001,575,Thousand
DC,2000,572,Thousand
DC,1999,570,Thousand
DC,1998,565,Thousand
DC,1997,568,Thousand
DC,1996,572,Thousand
DC,1995,581,Thousand
DC,1994,589,Thousand
DC,1993,595,Thousand
DC,1992,598,Thousand
DC,1991,601,Thousand
DC,1990,605,Thousand
DC,1989,624,Thousand
DC,1988,630,Thousand
DC,1987,637,Thousand
DC,1986,638,Thousand
DC,1985,635,Thousand
DC,1984,633,Thousand
DC,1983,632,Thousand
DC,1982,634,Thousand
DC,1981,637,Thousand
DC,1980,638,Thousand
DC,1979,650,Thousand
DC,1978,665,Thousand
DC,1977,677,Thousand
DC,1976,692,Thousand
DC,1975,707,Thousand
DC,1974,718,Thousand
DC,1973,731,Thousand
DC,1972,742,Thousand
DC,1971,750,Thousand
DC,1970,756,Thousand
DC,1969,762,Thousand
DC,1968,778,Thousand
DC,1967,791,Thousand
DC,1966,791,Thousand
DC,1965,797,Thousand
DC,1964,798,Thousand
DC,1963,798,Thousand
DC,1962,788,Thousand
DC,1961,778,Thousand
DC,1960,765,Thousand
FL,2017,20977,Thousand
FL,2016,20630,Thousand
FL,2015,20224,Thousand
FL,2014,19860,Thousand
FL,2013,19563,Thousand
FL,2012,19326,Thousand
FL,2011,19093,Thousand
FL,2010,18846,Thousand
FL,2009,18653,Thousand
FL,2008,18527,Thousand
FL,2007,18368,Thousand
FL,2006,18167,Thousand
FL,2005,17842,Thousand
FL,2004,17415,Thousand
FL,2003,17004,Thousand
FL,2002,16689,Thousand
FL,2001,16357,Thousand
FL,2000,16048,Thousand
FL,1999,15759,Thousand
FL,1998,15487,Thousand
FL,1997,15186,Thousand
FL,1996,14853,Thousand
FL,1995,14538,Thousand
FL,1994,14239,Thousand
FL,1993,13927,Thousand
FL,1992,13651,Thousand
FL,1991,13370,Thousand
FL,1990,13033,Thousand
FL,1989,12638,Thousand
FL,1988,12306,Thousand
FL,1987,11997,Thousand
FL,1986,11668,Thousand
FL,1985,11351,Thousand
FL,1984,11040,Thousand
FL,1983,10750,Thousand
FL,1982,10471,Thousand
FL,1981,10193,Thousand
FL,1980,9840,Thousand
FL,1979,9426,Thousand
FL,1978,9102,Thousand
FL,1977,8856,Thousand
FL,1976,8667,Thousand
FL,1975,8518,Thousand
FL,1974,8299,Thousand
FL,1973,7914,Thousand
FL,1972,7511,Thousand
FL,1971,7158,Thousand
FL,1970,6848,Thousand
FL,1969,6641,Thousand
FL,1968,6433,Thousand
FL,1967,6242,Thousand
FL,1966,6104,Thousand
FL,1965,5954,Thousand
FL,1964,5781,Thousand
FL,1963,5628,Thousand
FL,1962,5458,Thousand
FL,1961,5243,Thousand
FL,1960,5004,Thousand
GA,2017,10413,Thousand
GA,2016,10305,Thousand
GA,2015,10181,Thousand
GA,2014,10069,Thousand
GA,2013,9973,Thousand
GA,2012,9901,Thousand
GA,2011,9802,Thousand
GA,2010,9712,Thousand
GA,2009,9621,Thousand
GA,2008,9505,Thousand
GA,2007,9350,Thousand
GA,2006,9156,Thousand
GA,2005,8926,Thousand
GA,2004,8769,Thousand
GA,2003,8623,Thousand
GA,2002,8508,Thousand
GA,2001,8377,Thousand
GA,2000,8227,Thousand
GA,1999,8046,Thousand
GA,1998,7864,Thousand
GA,1997,7685,Thousand
GA,1996,7501,Thousand
GA,1995,7328,Thousand
GA,1994,7157,Thousand
GA,1993,6978,Thousand
GA,1992,6817,Thousand
GA,1991,6653,Thousand
GA,1990,6513,Thousand
GA,1989,6411,Thousand
GA,1988,6316,Thousand
GA,1987,6208,Thousand
GA,1986,6085,Thousand
GA,1985,5963,Thousand
GA,1984,5835,Thousand
GA,1983,5728,Thousand
GA,1982,5650,Thousand
GA,1981,5568,Thousand
GA,1980,5486,Thousand
GA,1979,5401,Thousand
GA,1978,5296,Thousand
GA,1977,5220,Thousand
GA,1976,5133,Thousand
GA,1975,5064,Thousand
GA,1974,4999,Thousand
GA,1973,4910,Thousand
GA,1972,4809,Thousand
GA,1971,4712,Thousand
GA,1970,4607,Thousand
GA,1969,4551,Thousand
GA,1968,4482,Thousand
GA,1967,4408,Thousand
GA,1966,4379,Thousand
GA,1965,4332,Thousand
GA,1964,4258,Thousand
GA,1963,4172,Thousand
GA,1962,4086,Thousand
GA,1961,4015,Thousand
GA,1960,3956,Thousand
HI,2017,1424,Thousand
HI,2016,1428,Thousand
HI,2015,1422,Thousand
HI,2014,1415,Thousand
HI,2013,1408,Thousand
HI,2012,1395,Thousand
HI,2011,1379,Thousand
HI,2010,1364,Thousand
HI,2009,1347,Thousand
HI,2008,1332,Thousand
HI,2007,1316,Thousand
HI,2006,1310,Thousand
HI,2005,1293,Thousand
HI,2004,1274,Thousand
HI,2003,1251,Thousand
HI,2002,1240,Thousand
HI,2001,1226,Thousand
HI,2000,1214,Thousand
HI,1999,1210,Thousand
HI,1998,1215,Thousand
HI,1997,1212,Thousand
HI,1996,1204,Thousand
HI,1995,1197,Thousand
HI,1994,1188,Thousand
HI,1993,1173,Thousand
HI,1992,1159,Thousand
HI,1991,1137,Thousand
HI,1990,1113,Thousand
HI,1989,1095,Thousand
HI,1988,1080,Thousand
HI,1987,1068,Thousand
HI,1986,1052,Thousand
HI,1985,1040,Thousand
HI,1984,1028,Thousand
HI,1983,1013,Thousand
HI,1982,994,Thousand
HI,1981,978,Thousand
HI,1980,968,Thousand
HI,1979,953,Thousand
HI,1978,932,Thousand
HI,1977,918,Thousand
HI,1976,904,Thousand
HI,1975,886,Thousand
HI,1974,868,Thousand
HI,1973,852,Thousand
HI,1972,828,Thousand
HI,1971,802,Thousand
HI,1970,774,Thousand
HI,1969,750,Thousand
HI,1968,734,Thousand
HI,1967,723,Thousand
HI,1966,710,Thousand
HI,1965,704,Thousand
HI,1964,700,Thousand
HI,1963,682,Thousand
HI,1962,684,Thousand
HI,1961,659,Thousand
HI,1960,642,Thousand
ID,2017,1719,Thousand
ID,2016,1683,Thousand
ID,2015,1652,Thousand
ID,2014,1631,Thousand
ID,2013,1612,Thousand
ID,2012,1595,Thousand
ID,2011,1584,Thousand
ID,2010,1571,Thousand
ID,2009,1554,Thousand
ID,2008,1534,Thousand
ID,2007,1505,Thousand
ID,2006,1469,Thousand
ID,2005,1428,Thousand
ID,2004,1392,Thousand
ID,2003,1363,Thousand
ID,2002,1340,Thousand
ID,2001,1320,Thousand
ID,2000,1299,Thousand
ID,1999,1276,Thousand
ID,1998,1252,Thousand
ID,1997,1229,Thousand
ID,1996,1203,Thousand
ID,1995,1177,Thousand
ID,1994,1145,Thousand
ID,1993,1109,Thousand
ID,1992,1072,Thousand
ID,1991,1041,Thousand
ID,1990,1012,Thousand
ID,1989,994,Thousand
ID,1988,986,Thousand
ID,1987,985,Thousand
ID,1986,990,Thousand
ID,1985,994,Thousand
ID,1984,991,Thousand
ID,1983,982,Thousand
ID,1982,974,Thousand
ID,1981,962,Thousand
ID,1980,948,Thousand
ID,1979,933,Thousand
ID,1978,911,Thousand
ID,1977,883,Thousand
ID,1976,857,Thousand
ID,1975,832,Thousand
ID,1974,808,Thousand
ID,1973,782,Thousand
ID,1972,763,Thousand
ID,1971,739,Thousand
ID,1970,718,Thousand
ID,1969,707,Thousand
ID,1968,695,Thousand
ID,1967,688,Thousand
ID,1966,689,Thousand
ID,1965,686,Thousand
ID,1964,680,Thousand
ID,1963,683,Thousand
ID,1962,692,Thousand
ID,1961,684,Thousand
ID,1960,671,Thousand
IL,2017,12786,Thousand
IL,2016,12827,Thousand
IL,2015,12864,Thousand
IL,2014,12889,Thousand
IL,2013,12898,Thousand
IL,2012,12884,Thousand
IL,2011,12867,Thousand
IL,2010,12841,Thousand
IL,2009,12797,Thousand
IL,2008,12747,Thousand
IL,2007,12696,Thousand
IL,2006,12644,Thousand
IL,2005,12610,Thousand
IL,2004,12590,Thousand
IL,2003,12556,Thousand
IL,2002,12526,Thousand
IL,2001,12488,Thousand
IL,2000,12434,Thousand
IL,1999,12359,Thousand
IL,1998,12272,Thousand
IL,1997,12186,Thousand
IL,1996,12102,Thousand
IL,1995,12008,Thousand
IL,1994,11913,Thousand
IL,1993,11810,Thousand
IL,1992,11694,Thousand
IL,1991,11569,Thousand
IL,1990,11453,Thousand
IL,1989,11410,Thousand
IL,1988,11390,Thousand
IL,1987,11391,Thousand
IL,1986,11387,Thousand
IL,1985,11400,Thousand
IL,1984,11412,Thousand
IL,1983,11409,Thousand
IL,1982,11423,Thousand
IL,1981,11443,Thousand
IL,1980,11435,Thousand
IL,1979,11397,Thousand
IL,1978,11413,Thousand
IL,1977,11386,Thousand
IL,1976,11343,Thousand
IL,1975,11292,Thousand
IL,1974,11262,Thousand
IL,1973,11251,Thousand
IL,1972,11252,Thousand
IL,1971,11202,Thousand
IL,1970,11128,Thousand
IL,1969,11039,Thousand
IL,1968,10995,Thousand
IL,1967,10947,Thousand
IL,1966,10836,Thousand
IL,1965,10693,Thousand
IL,1964,10580,Thousand
IL,1963,10402,Thousand
IL,1962,10280,Thousand
IL,1961,10130,Thousand
IL,1960,10086,Thousand
IN,2017,6660,Thousand
IN,2016,6633,Thousand
IN,2015,6608,Thousand
IN,2014,6594,Thousand
IN,2013,6568,Thousand
IN,2012,6538,Thousand
IN,2011,6516,Thousand
IN,2010,6490,Thousand
IN,2009,6459,Thousand
IN,2008,6425,Thousand
IN,2007,6380,Thousand
IN,2006,6333,Thousand
IN,2005,6279,Thousand
IN,2004,6233,Thousand
IN,2003,6197,Thousand
IN,2002,6156,Thousand
IN,2001,6128,Thousand
IN,2000,6092,Thousand
IN,1999,6045,Thousand
IN,1998,5999,Thousand
IN,1997,5955,Thousand
IN,1996,5906,Thousand
IN,1995,5851,Thousand
IN,1994,5794,Thousand
IN,1993,5739,Thousand
IN,1992,5675,Thousand
IN,1991,5616,Thousand
IN,1990,5558,Thousand
IN,1989,5524,Thousand
IN,1988,5492,Thousand
IN,1987,5473,Thousand
IN,1986,5454,Thousand
IN,1985,5459,Thousand
IN,1984,5458,Thousand
IN,1983,5450,Thousand
IN,1982,5468,Thousand
IN,1981,5480,Thousand
IN,1980,5491,Thousand
IN,1979,5501,Thousand
IN,1978,5470,Thousand
IN,1977,5426,Thousand
IN,1976,5389,Thousand
IN,1975,5366,Thousand
IN,1974,5362,Thousand
IN,1973,5338,Thousand
IN,1972,5302,Thousand
IN,1971,5253,Thousand
IN,1970,5202,Thousand
IN,1969,5143,Thousand
IN,1968,5093,Thousand
IN,1967,5053,Thousand
IN,1966,4999,Thousand
IN,1965,4922,Thousand
IN,1964,4856,Thousand
IN,1963,4799,Thousand
IN,1962,4736,Thousand
IN,1961,4730,Thousand
IN,1960,4674,Thousand
IA,2017,3144,Thousand
IA,2016,3132,Thousand
IA,2015,3121,Thousand
IA,2014,3110,Thousand
IA,2013,3093,Thousand
IA,2012,3076,Thousand
IA,2011,3066,Thousand
IA,2010,3051,Thousand
IA,2009,3033,Thousand
IA,2008,3017,Thousand
IA,2007,2999,Thousand
IA,2006,2983,Thousand
IA,2005,2964,Thousand
IA,2004,2954,Thousand
IA,2003,2942,Thousand
IA,2002,2934,Thousand
IA,2001,2932,Thousand
IA,2000,2929,Thousand
IA,1999,2918,Thousand
IA,1998,2903,Thousand
IA,1997,2891,Thousand
IA,1996,2880,Thousand
IA,1995,2867,Thousand
IA,1994,2851,Thousand
IA,1993,2837,Thousand
IA,1992,2818,Thousand
IA,1991,2798,Thousand
IA,1990,2781,Thousand
IA,1989,2771,Thousand
IA,1988,2768,Thousand
IA,1987,2767,Thousand
IA,1986,2792,Thousand
IA,1985,2830,Thousand
IA,1984,2859,Thousand
IA,1983,2871,Thousand
IA,1982,2888,Thousand
IA,1981,2908,Thousand
IA,1980,2914,Thousand
IA,1979,2916,Thousand
IA,1978,2918,Thousand
IA,1977,2914,Thousand
IA,1976,2903,Thousand
IA,1975,2881,Thousand
IA,1974,2868,Thousand
IA,1973,2864,Thousand
IA,1972,2860,Thousand
IA,1971,2852,Thousand
IA,1970,2832,Thousand
IA,1969,2805,Thousand
IA,1968,2803,Thousand
IA,1967,2793,Thousand
IA,1966,2762,Thousand
IA,1965,2742,Thousand
IA,1964,2746,Thousand
IA,1963,2747,Thousand
IA,1962,2750,Thousand
IA,1961,2756,Thousand
IA,1960,2756,Thousand
KS,2017,2911,Thousand
KS,2016,2911,Thousand
KS,2015,2910,Thousand
KS,2014,2901,Thousand
KS,2013,2894,Thousand
KS,2012,2885,Thousand
KS,2011,2869,Thousand
KS,2010,2858,Thousand
KS,2009,2833,Thousand
KS,2008,2808,Thousand
KS,2007,2784,Thousand
KS,2006,2763,Thousand
KS,2005,2745,Thousand
KS,2004,2734,Thousand
KS,2003,2723,Thousand
KS,2002,2714,Thousand
KS,2001,2702,Thousand
KS,2000,2694,Thousand
KS,1999,2678,Thousand
KS,1998,2661,Thousand
KS,1997,2635,Thousand
KS,1996,2615,Thousand
KS,1995,2601,Thousand
KS,1994,2581,Thousand
KS,1993,2557,Thousand
KS,1992,2532,Thousand
KS,1991,2499,Thousand
KS,1990,2481,Thousand
KS,1989,2473,Thousand
KS,1988,2462,Thousand
KS,1987,2445,Thousand
KS,1986,2433,Thousand
KS,1985,2427,Thousand
KS,1984,2424,Thousand
KS,1983,2416,Thousand
KS,1982,2401,Thousand
KS,1981,2385,Thousand
KS,1980,2369,Thousand
KS,1979,2351,Thousand
KS,1978,2336,Thousand
KS,1977,2321,Thousand
KS,1976,2301,Thousand
KS,1975,2281,Thousand
KS,1974,2269,Thousand
KS,1973,2266,Thousand
KS,1972,2256,Thousand
KS,1971,2247,Thousand
KS,1970,2249,Thousand
KS,1969,2236,Thousand
KS,1968,2216,Thousand
KS,1967,2197,Thousand
KS,1966,2200,Thousand
KS,1965,2206,Thousand
KS,1964,2209,Thousand
KS,1963,2217,Thousand
KS,1962,2231,Thousand
KS,1961,2215,Thousand
KS,1960,2183,Thousand
KY,2017,4454,Thousand
KY,2016,4438,Thousand
KY,2015,4426,Thousand
KY,2014,4414,Thousand
KY,2013,4405,Thousand
KY,2012,4386,Thousand
KY,2011,4369,Thousand
KY,2010,4348,Thousand
KY,2009,4317,Thousand
KY,2008,4290,Thousand
KY,2007,4257,Thousand
KY,2006,4219,Thousand
KY,2005,4183,Thousand
KY,2004,4146,Thousand
KY,2003,4117,Thousand
KY,2002,4090,Thousand
KY,2001,4068,Thousand
KY,2000,4049,Thousand
KY,1999,4018,Thousand
KY,1998,3985,Thousand
KY,1997,3953,Thousand
KY,1996,3920,Thousand
KY,1995,3887,Thousand
KY,1994,3849,Thousand
