State,Year,Average_Price,Price_Unit
AL,2017,15.97,Dollars per million Btu
AL,2016,14.81,Dollars per million Btu
AL,2015,15.68,Dollars per million Btu
AL,2014,18.62,Dollars per million Btu
AL,2013,18.89,Dollars per million Btu
AL,2012,19.86,Dollars per million Btu
AL,2011,20.06,Dollars per million Btu
AL,2010,17.8,Dollars per million Btu
AL,2009,16.55,Dollars per million Btu
AL,2008,19.22,Dollars per million Btu
AL,2007,16.06,Dollars per million Btu
AL,2006,14.96,Dollars per million Btu
AL,2005,13.56,Dollars per million Btu
AL,2004,11.27,Dollars per million Btu
AL,2003,9.98,Dollars per million Btu
AL,2002,9.16,Dollars per million Btu
AL,2001,9.45,Dollars per million Btu
AL,2000,8.78,Dollars per million Btu
AL,1999,7.58,Dollars per million Btu
AL,1998,7.33,Dollars per million Btu
AL,1997,7.52,Dollars per million Btu
AL,1996,7.28,Dollars per million Btu
AL,1995,6.96,Dollars per million Btu
AL,1994,7.09,Dollars per million Btu
AL,1993,7.36,Dollars per million Btu
AL,1992,7.24,Dollars per million Btu
AL,1991,7.49,Dollars per million Btu
AL,1990,7.56,Dollars per million Btu
AL,1989,6.99,Dollars per million Btu
AL,1988,6.84,Dollars per million Btu
AL,1987,7.04,Dollars per million Btu
AL,1986,7.07,Dollars per million Btu
AL,1985,7.68,Dollars per million Btu
AL,1984,7.79,Dollars per million Btu
AL,1983,7.9,Dollars per million Btu
AL,1982,7.91,Dollars per million Btu
AL,1981,7.43,Dollars per million Btu
AL,1980,6.29,Dollars per million Btu
AL,1979,4.9,Dollars per million Btu
AL,1978,3.99,Dollars per million Btu
AL,1977,3.76,Dollars per million Btu
AL,1976,3.21,Dollars per million Btu
AL,1975,2.83,Dollars per million Btu
AL,1974,2.5,Dollars per million Btu
AL,1973,1.84,Dollars per million Btu
AL,1972,1.61,Dollars per million Btu
AL,1971,1.51,Dollars per million Btu
AL,1970,1.37,Dollars per million Btu
AK,2017,18.74,Dollars per million Btu
AK,2016,16.63,Dollars per million Btu
AK,2015,18.82,Dollars per million Btu
AK,2014,24.83,Dollars per million Btu
AK,2013,24.92,Dollars per million Btu
AK,2012,25.44,Dollars per million Btu
AK,2011,25.13,Dollars per million Btu
AK,2010,20.37,Dollars per million Btu
AK,2009,18.22,Dollars per million Btu
AK,2008,23.91,Dollars per million Btu
AK,2007,17.94,Dollars per million Btu
AK,2006,16.61,Dollars per million Btu
AK,2005,13.99,Dollars per million Btu
AK,2004,11.07,Dollars per million Btu
AK,2003,9.08,Dollars per million Btu
AK,2002,7.78,Dollars per million Btu
AK,2001,8.18,Dollars per million Btu
AK,2000,8.03,Dollars per million Btu
AK,1999,6.17,Dollars per million Btu
AK,1998,5.8,Dollars per million Btu
AK,1997,6.74,Dollars per million Btu
AK,1996,6.75,Dollars per million Btu
AK,1995,6.41,Dollars per million Btu
AK,1994,6.37,Dollars per million Btu
AK,1993,6.45,Dollars per million Btu
AK,1992,6.23,Dollars per million Btu
AK,1991,6.31,Dollars per million Btu
AK,1990,6.88,Dollars per million Btu
AK,1989,6.12,Dollars per million Btu
AK,1988,5.46,Dollars per million Btu
AK,1987,5.06,Dollars per million Btu
AK,1986,4.97,Dollars per million Btu
AK,1985,5.94,Dollars per million Btu
AK,1984,6.11,Dollars per million Btu
AK,1983,5.98,Dollars per million Btu
AK,1982,6,Dollars per million Btu
AK,1981,6.38,Dollars per million Btu
AK,1980,5.04,Dollars per million Btu
AK,1979,3.58,Dollars per million Btu
AK,1978,3.08,Dollars per million Btu
AK,1977,3.07,Dollars per million Btu
AK,1976,2.93,Dollars per million Btu
AK,1975,2.69,Dollars per million Btu
AK,1974,2.46,Dollars per million Btu
AK,1973,1.68,Dollars per million Btu
AK,1972,1.55,Dollars per million Btu
AK,1971,1.46,Dollars per million Btu
AK,1970,1.39,Dollars per million Btu
AZ,2017,22.34,Dollars per million Btu
AZ,2016,20.65,Dollars per million Btu
AZ,2015,22.47,Dollars per million Btu
AZ,2014,25.77,Dollars per million Btu
AZ,2013,25.89,Dollars per million Btu
AZ,2012,26.19,Dollars per million Btu
AZ,2011,25.37,Dollars per million Btu
AZ,2010,22.32,Dollars per million Btu
AZ,2009,20.14,Dollars per million Btu
AZ,2008,23.95,Dollars per million Btu
AZ,2007,20.87,Dollars per million Btu
AZ,2006,19.7,Dollars per million Btu
AZ,2005,17.87,Dollars per million Btu
AZ,2004,15.36,Dollars per million Btu
AZ,2003,13.86,Dollars per million Btu
AZ,2002,12.39,Dollars per million Btu
AZ,2001,12.82,Dollars per million Btu
AZ,2000,12.94,Dollars per million Btu
AZ,1999,11.24,Dollars per million Btu
AZ,1998,10.83,Dollars per million Btu
AZ,1997,11.76,Dollars per million Btu
AZ,1996,11.9,Dollars per million Btu
AZ,1995,11.29,Dollars per million Btu
AZ,1994,11.53,Dollars per million Btu
AZ,1993,11.73,Dollars per million Btu
AZ,1992,11.46,Dollars per million Btu
AZ,1991,10.94,Dollars per million Btu
AZ,1990,11.23,Dollars per million Btu
AZ,1989,10.36,Dollars per million Btu
AZ,1988,9.73,Dollars per million Btu
AZ,1987,9.76,Dollars per million Btu
AZ,1986,9.13,Dollars per million Btu
AZ,1985,10.03,Dollars per million Btu
AZ,1984,9.54,Dollars per million Btu
AZ,1983,9.52,Dollars per million Btu
AZ,1982,9.89,Dollars per million Btu
AZ,1981,9.33,Dollars per million Btu
AZ,1980,8.38,Dollars per million Btu
AZ,1979,6.18,Dollars per million Btu
AZ,1978,5.08,Dollars per million Btu
AZ,1977,4.59,Dollars per million Btu
AZ,1976,4.12,Dollars per million Btu
AZ,1975,3.87,Dollars per million Btu
AZ,1974,3.12,Dollars per million Btu
AZ,1973,2.34,Dollars per million Btu
AZ,1972,2.14,Dollars per million Btu
AZ,1971,2.06,Dollars per million Btu
AZ,1970,1.97,Dollars per million Btu
AR,2017,15.76,Dollars per million Btu
AR,2016,14.6,Dollars per million Btu
AR,2015,15.87,Dollars per million Btu
AR,2014,18.86,Dollars per million Btu
AR,2013,19.29,Dollars per million Btu
AR,2012,19.82,Dollars per million Btu
AR,2011,19.59,Dollars per million Btu
AR,2010,16.86,Dollars per million Btu
AR,2009,15.64,Dollars per million Btu
AR,2008,19.96,Dollars per million Btu
AR,2007,16.68,Dollars per million Btu
AR,2006,15.78,Dollars per million Btu
AR,2005,14.46,Dollars per million Btu
AR,2004,11.96,Dollars per million Btu
AR,2003,10.23,Dollars per million Btu
AR,2002,9.39,Dollars per million Btu
AR,2001,10.2,Dollars per million Btu
AR,2000,9.47,Dollars per million Btu
AR,1999,7.9,Dollars per million Btu
AR,1998,7.71,Dollars per million Btu
AR,1997,8.24,Dollars per million Btu
AR,1996,8.13,Dollars per million Btu
AR,1995,7.61,Dollars per million Btu
AR,1994,7.92,Dollars per million Btu
AR,1993,8.11,Dollars per million Btu
AR,1992,8.12,Dollars per million Btu
AR,1991,8.33,Dollars per million Btu
AR,1990,8.2,Dollars per million Btu
AR,1989,7.15,Dollars per million Btu
AR,1988,7.46,Dollars per million Btu
AR,1987,7.99,Dollars per million Btu
AR,1986,7.51,Dollars per million Btu
AR,1985,8.04,Dollars per million Btu
AR,1984,7.83,Dollars per million Btu
AR,1983,7.76,Dollars per million Btu
AR,1982,7.81,Dollars per million Btu
AR,1981,7.38,Dollars per million Btu
AR,1980,6.58,Dollars per million Btu
AR,1979,4.67,Dollars per million Btu
AR,1978,4,Dollars per million Btu
AR,1977,3.81,Dollars per million Btu
AR,1976,3.29,Dollars per million Btu
AR,1975,2.96,Dollars per million Btu
AR,1974,2.49,Dollars per million Btu
AR,1973,1.81,Dollars per million Btu
AR,1972,1.69,Dollars per million Btu
AR,1971,1.65,Dollars per million Btu
AR,1970,1.51,Dollars per million Btu
CA,2017,21.75,Dollars per million Btu
CA,2016,19.9,Dollars per million Btu
CA,2015,21.88,Dollars per million Btu
CA,2014,25.51,Dollars per million Btu
CA,2013,25.08,Dollars per million Btu
CA,2012,25.13,Dollars per million Btu
CA,2011,24.5,Dollars per million Btu
CA,2010,21.13,Dollars per million Btu
CA,2009,18.68,Dollars per million Btu
CA,2008,23.25,Dollars per million Btu
CA,2007,20.15,Dollars per million Btu
CA,2006,19.4,Dollars per million Btu
CA,2005,17.46,Dollars per million Btu
CA,2004,15.17,Dollars per million Btu
CA,2003,13.83,Dollars per million Btu
CA,2002,12.07,Dollars per million Btu
CA,2001,13,Dollars per million Btu
CA,2000,12.05,Dollars per million Btu
CA,1999,10.04,Dollars per million Btu
CA,1998,9.32,Dollars per million Btu
CA,1997,10.36,Dollars per million Btu
CA,1996,9.97,Dollars per million Btu
CA,1995,9.68,Dollars per million Btu
CA,1994,9.61,Dollars per million Btu
CA,1993,9.58,Dollars per million Btu
CA,1992,9.63,Dollars per million Btu
CA,1991,9.14,Dollars per million Btu
CA,1990,9.04,Dollars per million Btu
CA,1989,8.29,Dollars per million Btu
CA,1988,7.87,Dollars per million Btu
CA,1987,7.67,Dollars per million Btu
CA,1986,7.78,Dollars per million Btu
CA,1985,8.9,Dollars per million Btu
CA,1984,8.75,Dollars per million Btu
CA,1983,8.85,Dollars per million Btu
CA,1982,9.3,Dollars per million Btu
CA,1981,8.84,Dollars per million Btu
CA,1980,7.71,Dollars per million Btu
CA,1979,5.54,Dollars per million Btu
CA,1978,4.58,Dollars per million Btu
CA,1977,4.27,Dollars per million Btu
CA,1976,3.8,Dollars per million Btu
CA,1975,3.47,Dollars per million Btu
CA,1974,3.03,Dollars per million Btu
CA,1973,2.13,Dollars per million Btu
CA,1972,1.91,Dollars per million Btu
CA,1971,1.81,Dollars per million Btu
CA,1970,1.74,Dollars per million Btu
CO,2017,17.21,Dollars per million Btu
CO,2016,15.77,Dollars per million Btu
CO,2015,17.19,Dollars per million Btu
CO,2014,21.29,Dollars per million Btu
CO,2013,21.13,Dollars per million Btu
CO,2012,21.8,Dollars per million Btu
CO,2011,21.28,Dollars per million Btu
CO,2010,17.46,Dollars per million Btu
CO,2009,15.48,Dollars per million Btu
CO,2008,19.81,Dollars per million Btu
CO,2007,17.06,Dollars per million Btu
CO,2006,16.94,Dollars per million Btu
CO,2005,15.15,Dollars per million Btu
CO,2004,12.48,Dollars per million Btu
CO,2003,10.78,Dollars per million Btu
CO,2002,9.6,Dollars per million Btu
CO,2001,10.72,Dollars per million Btu
CO,2000,10.25,Dollars per million Btu
CO,1999,8.74,Dollars per million Btu
CO,1998,8.13,Dollars per million Btu
CO,1997,8.79,Dollars per million Btu
CO,1996,8.67,Dollars per million Btu
CO,1995,8.41,Dollars per million Btu
CO,1994,8.34,Dollars per million Btu
CO,1993,7.97,Dollars per million Btu
CO,1992,8.07,Dollars per million Btu
CO,1991,7.98,Dollars per million Btu
CO,1990,8.15,Dollars per million Btu
CO,1989,7.63,Dollars per million Btu
CO,1988,7.19,Dollars per million Btu
CO,1987,7.4,Dollars per million Btu
CO,1986,7.26,Dollars per million Btu
CO,1985,8.23,Dollars per million Btu
CO,1984,8.05,Dollars per million Btu
CO,1983,8.21,Dollars per million Btu
CO,1982,8.39,Dollars per million Btu
CO,1981,7.86,Dollars per million Btu
CO,1980,6.48,Dollars per million Btu
CO,1979,4.94,Dollars per million Btu
CO,1978,3.84,Dollars per million Btu
CO,1977,3.51,Dollars per million Btu
CO,1976,3.13,Dollars per million Btu
CO,1975,2.92,Dollars per million Btu
CO,1974,2.49,Dollars per million Btu
CO,1973,1.85,Dollars per million Btu
CO,1972,1.67,Dollars per million Btu
CO,1971,1.67,Dollars per million Btu
CO,1970,1.52,Dollars per million Btu
CT,2017,23.24,Dollars per million Btu
CT,2016,21.89,Dollars per million Btu
CT,2015,23.31,Dollars per million Btu
CT,2014,27.96,Dollars per million Btu
CT,2013,27.77,Dollars per million Btu
CT,2012,28.66,Dollars per million Btu
CT,2011,28.18,Dollars per million Btu
CT,2010,25.64,Dollars per million Btu
CT,2009,23.65,Dollars per million Btu
CT,2008,29.1,Dollars per million Btu
CT,2007,25.31,Dollars per million Btu
CT,2006,23.09,Dollars per million Btu
CT,2005,19.62,Dollars per million Btu
CT,2004,15.94,Dollars per million Btu
CT,2003,14.42,Dollars per million Btu
CT,2002,13.02,Dollars per million Btu
CT,2001,13.49,Dollars per million Btu
CT,2000,13.51,Dollars per million Btu
CT,1999,12.01,Dollars per million Btu
CT,1998,12.07,Dollars per million Btu
CT,1997,12.73,Dollars per million Btu
CT,1996,12.6,Dollars per million Btu
CT,1995,12.24,Dollars per million Btu
CT,1994,11.78,Dollars per million Btu
CT,1993,11.58,Dollars per million Btu
CT,1992,11.4,Dollars per million Btu
CT,1991,11.6,Dollars per million Btu
CT,1990,11.45,Dollars per million Btu
CT,1989,10.4,Dollars per million Btu
CT,1988,9.83,Dollars per million Btu
CT,1987,9.49,Dollars per million Btu
CT,1986,9.52,Dollars per million Btu
CT,1985,11.01,Dollars per million Btu
CT,1984,11,Dollars per million Btu
CT,1983,11.24,Dollars per million Btu
CT,1982,11.18,Dollars per million Btu
CT,1981,11.16,Dollars per million Btu
CT,1980,8.95,Dollars per million Btu
CT,1979,6.7,Dollars per million Btu
CT,1978,5.09,Dollars per million Btu
CT,1977,4.93,Dollars per million Btu
CT,1976,4.55,Dollars per million Btu
CT,1975,4.51,Dollars per million Btu
CT,1974,4.12,Dollars per million Btu
CT,1973,2.76,Dollars per million Btu
CT,1972,2.5,Dollars per million Btu
CT,1971,2.38,Dollars per million Btu
CT,1970,2.14,Dollars per million Btu
DE,2017,20.19,Dollars per million Btu
DE,2016,18.51,Dollars per million Btu
DE,2015,20.05,Dollars per million Btu
DE,2014,23.8,Dollars per million Btu
DE,2013,24.13,Dollars per million Btu
DE,2012,24.73,Dollars per million Btu
DE,2011,25.3,Dollars per million Btu
DE,2010,23.49,Dollars per million Btu
DE,2009,21.23,Dollars per million Btu
DE,2008,24.35,Dollars per million Btu
DE,2007,21.06,Dollars per million Btu
DE,2006,19.76,Dollars per million Btu
DE,2005,16.48,Dollars per million Btu
DE,2004,14.01,Dollars per million Btu
DE,2003,12.3,Dollars per million Btu
DE,2002,11.17,Dollars per million Btu
DE,2001,11.24,Dollars per million Btu
DE,2000,10.41,Dollars per million Btu
DE,1999,9.51,Dollars per million Btu
DE,1998,9.32,Dollars per million Btu
DE,1997,9.75,Dollars per million Btu
DE,1996,9.35,Dollars per million Btu
DE,1995,9.04,Dollars per million Btu
DE,1994,8.63,Dollars per million Btu
DE,1993,8.41,Dollars per million Btu
DE,1992,8.41,Dollars per million Btu
DE,1991,8.94,Dollars per million Btu
DE,1990,8.75,Dollars per million Btu
DE,1989,8.41,Dollars per million Btu
DE,1988,7.96,Dollars per million Btu
DE,1987,7.53,Dollars per million Btu
DE,1986,7.7,Dollars per million Btu
DE,1985,9.14,Dollars per million Btu
DE,1984,8.78,Dollars per million Btu
DE,1983,9.09,Dollars per million Btu
DE,1982,9.13,Dollars per million Btu
DE,1981,8.94,Dollars per million Btu
DE,1980,7.38,Dollars per million Btu
DE,1979,5.89,Dollars per million Btu
DE,1978,5,Dollars per million Btu
DE,1977,4.64,Dollars per million Btu
DE,1976,4.05,Dollars per million Btu
DE,1975,3.95,Dollars per million Btu
DE,1974,3.41,Dollars per million Btu
DE,1973,2.2,Dollars per million Btu
DE,1972,2.03,Dollars per million Btu
DE,1971,1.88,Dollars per million Btu
DE,1970,1.71,Dollars per million Btu
DC,2017,22.87,Dollars per million Btu
DC,2016,22.36,Dollars per million Btu
DC,2015,23.1,Dollars per million Btu
DC,2014,24.92,Dollars per million Btu
DC,2013,24.7,Dollars per million Btu
DC,2012,25.42,Dollars per million Btu
DC,2011,26.59,Dollars per million Btu
DC,2010,25.7,Dollars per million Btu
DC,2009,24.38,Dollars per million Btu
DC,2008,27.52,Dollars per million Btu
DC,2007,24.57,Dollars per million Btu
DC,2006,24.03,Dollars per million Btu
DC,2005,20.08,Dollars per million Btu
DC,2004,16.74,Dollars per million Btu
DC,2003,15.82,Dollars per million Btu
DC,2002,14.62,Dollars per million Btu
DC,2001,15.21,Dollars per million Btu
DC,2000,14.58,Dollars per million Btu
DC,1999,13.28,Dollars per million Btu
DC,1998,13.2,Dollars per million Btu
DC,1997,13.19,Dollars per million Btu
DC,1996,13.11,Dollars per million Btu
DC,1995,12.4,Dollars per million Btu
DC,1994,12.41,Dollars per million Btu
DC,1993,11.91,Dollars per million Btu
DC,1992,11.41,Dollars per million Btu
DC,1991,11.13,Dollars per million Btu
DC,1990,11.13,Dollars per million Btu
DC,1989,10.47,Dollars per million Btu
DC,1988,10.31,Dollars per million Btu
DC,1987,10.09,Dollars per million Btu
DC,1986,10.29,Dollars per million Btu
DC,1985,11.56,Dollars per million Btu
DC,1984,11.09,Dollars per million Btu
DC,1983,10.91,Dollars per million Btu
DC,1982,10.18,Dollars per million Btu
DC,1981,9.86,Dollars per million Btu
DC,1980,8.7,Dollars per million Btu
DC,1979,6.72,Dollars per million Btu
DC,1978,5.76,Dollars per million Btu
DC,1977,5.12,Dollars per million Btu
DC,1976,4.53,Dollars per million Btu
DC,1975,4.33,Dollars per million Btu
DC,1974,3.71,Dollars per million Btu
DC,1973,2.38,Dollars per million Btu
DC,1972,2.15,Dollars per million Btu
DC,1971,1.97,Dollars per million Btu
DC,1970,1.72,Dollars per million Btu
FL,2017,20.44,Dollars per million Btu
FL,2016,18.81,Dollars per million Btu
FL,2015,20.44,Dollars per million Btu
FL,2014,25.1,Dollars per million Btu
FL,2013,25.19,Dollars per million Btu
FL,2012,25.61,Dollars per million Btu
FL,2011,25.51,Dollars per million Btu
FL,2010,22.1,Dollars per million Btu
FL,2009,21.32,Dollars per million Btu
FL,2008,25.21,Dollars per million Btu
FL,2007,21.67,Dollars per million Btu
FL,2006,20.75,Dollars per million Btu
FL,2005,17.97,Dollars per million Btu
FL,2004,15.21,Dollars per million Btu
FL,2003,13.59,Dollars per million Btu
FL,2002,12.16,Dollars per million Btu
FL,2001,12.62,Dollars per million Btu
FL,2000,12.07,Dollars per million Btu
FL,1999,10.44,Dollars per million Btu
FL,1998,10.17,Dollars per million Btu
FL,1997,10.84,Dollars per million Btu
FL,1996,10.71,Dollars per million Btu
FL,1995,10.07,Dollars per million Btu
FL,1994,9.9,Dollars per million Btu
FL,1993,10.16,Dollars per million Btu
FL,1992,9.9,Dollars per million Btu
FL,1991,10.23,Dollars per million Btu
FL,1990,10.2,Dollars per million Btu
FL,1989,9.31,Dollars per million Btu
FL,1988,9.16,Dollars per million Btu
FL,1987,9.25,Dollars per million Btu
FL,1986,9.2,Dollars per million Btu
FL,1985,10.74,Dollars per million Btu
FL,1984,10.52,Dollars per million Btu
FL,1983,10.25,Dollars per million Btu
FL,1982,10.73,Dollars per million Btu
FL,1981,10.64,Dollars per million Btu
FL,1980,8.75,Dollars per million Btu
FL,1979,6.59,Dollars per million Btu
FL,1978,5.37,Dollars per million Btu
FL,1977,4.94,Dollars per million Btu
FL,1976,4.7,Dollars per million Btu
FL,1975,4.57,Dollars per million Btu
FL,1974,3.97,Dollars per million Btu
FL,1973,2.8,Dollars per million Btu
FL,1972,2.57,Dollars per million Btu
FL,1971,2.41,Dollars per million Btu
FL,1970,2.33,Dollars per million Btu
GA,2017,17.92,Dollars per million Btu
GA,2016,16.53,Dollars per million Btu
GA,2015,17.41,Dollars per million Btu
GA,2014,21.21,Dollars per million Btu
GA,2013,21.43,Dollars per million Btu
GA,2012,21.8,Dollars per million Btu
GA,2011,21.6,Dollars per million Btu
GA,2010,18.35,Dollars per million Btu
GA,2009,16.7,Dollars per million Btu
GA,2008,21.01,Dollars per million Btu
GA,2007,17.33,Dollars per million Btu
GA,2006,16.45,Dollars per million Btu
GA,2005,15.29,Dollars per million Btu
GA,2004,12.42,Dollars per million Btu
GA,2003,10.79,Dollars per million Btu
GA,2002,9.53,Dollars per million Btu
GA,2001,10.23,Dollars per million Btu
GA,2000,9.93,Dollars per million Btu
GA,1999,8.14,Dollars per million Btu
GA,1998,8.04,Dollars per million Btu
GA,1997,8.4,Dollars per million Btu
GA,1996,8.41,Dollars per million Btu
GA,1995,8.03,Dollars per million Btu
GA,1994,8.14,Dollars per million Btu
GA,1993,8.22,Dollars per million Btu
GA,1992,8.12,Dollars per million Btu
GA,1991,8.23,Dollars per million Btu
GA,1990,8.32,Dollars per million Btu
GA,1989,7.59,Dollars per million Btu
GA,1988,7.51,Dollars per million Btu
GA,1987,7.51,Dollars per million Btu
GA,1986,7.38,Dollars per million Btu
GA,1985,8.36,Dollars per million Btu
GA,1984,8.31,Dollars per million Btu
GA,1983,8.21,Dollars per million Btu
GA,1982,8.69,Dollars per million Btu
GA,1981,8.38,Dollars per million Btu
GA,1980,7.25,Dollars per million Btu
GA,1979,5.45,Dollars per million Btu
GA,1978,4.6,Dollars per million Btu
GA,1977,4.32,Dollars per million Btu
GA,1976,3.9,Dollars per million Btu
GA,1975,3.64,Dollars per million Btu
GA,1974,3.11,Dollars per million Btu
GA,1973,2.2,Dollars per million Btu
GA,1972,2.04,Dollars per million Btu
GA,1971,1.98,Dollars per million Btu
GA,1970,1.85,Dollars per million Btu
HI,2017,27.81,Dollars per million Btu
HI,2016,25.11,Dollars per million Btu
HI,2015,28.29,Dollars per million Btu
HI,2014,37.46,Dollars per million Btu
HI,2013,38.78,Dollars per million Btu
HI,2012,40.15,Dollars per million Btu
HI,2011,38.37,Dollars per million Btu
HI,2010,30.47,Dollars per million Btu
HI,2009,25.21,Dollars per million Btu
HI,2008,35.87,Dollars per million Btu
HI,2007,24.98,Dollars per million Btu
HI,2006,24.33,Dollars per million Btu
HI,2005,21.39,Dollars per million Btu
HI,2004,17.73,Dollars per million Btu
HI,2003,15.6,Dollars per million Btu
HI,2002,14.23,Dollars per million Btu
HI,2001,15.34,Dollars per million Btu
HI,2000,15.23,Dollars per million Btu
HI,1999,12.49,Dollars per million Btu
HI,1998,11.88,Dollars per million Btu
HI,1997,13.32,Dollars per million Btu
HI,1996,13.04,Dollars per million Btu
HI,1995,11.14,Dollars per million Btu
HI,1994,10.72,Dollars per million Btu
HI,1993,10.97,Dollars per million Btu
HI,1992,9.62,Dollars per million Btu
HI,1991,9.81,Dollars per million Btu
HI,1990,9.92,Dollars per million Btu
HI,1989,8.48,Dollars per million Btu
HI,1988,7.83,Dollars per million Btu
HI,1987,8.65,Dollars per million Btu
HI,1986,8.46,Dollars per million Btu
HI,1985,10.22,Dollars per million Btu
HI,1984,11.01,Dollars per million Btu
HI,1983,11.43,Dollars per million Btu
HI,1982,12.3,Dollars per million Btu
HI,1981,11.79,Dollars per million Btu
HI,1980,8.67,Dollars per million Btu
HI,1979,6.12,Dollars per million Btu
HI,1978,5.06,Dollars per million Btu
HI,1977,4.6,Dollars per million Btu
HI,1976,4.27,Dollars per million Btu
HI,1975,3.95,Dollars per million Btu
HI,1974,3.14,Dollars per million Btu
HI,1973,2.16,Dollars per million Btu
HI,1972,1.89,Dollars per million Btu
HI,1971,1.8,Dollars per million Btu
HI,1970,1.72,Dollars per million Btu
ID,2017,16.66,Dollars per million Btu
ID,2016,15.49,Dollars per million Btu
ID,2015,16.9,Dollars per million Btu
ID,2014,20.63,Dollars per million Btu
ID,2013,20.21,Dollars per million Btu
ID,2012,20.25,Dollars per million Btu
ID,2011,19.69,Dollars per million Btu
ID,2010,17.18,Dollars per million Btu
ID,2009,15.56,Dollars per million Btu
ID,2008,18.09,Dollars per million Btu
ID,2007,15.91,Dollars per million Btu
ID,2006,15.07,Dollars per million Btu
ID,2005,13.65,Dollars per million Btu
ID,2004,11.68,Dollars per million Btu
ID,2003,10.7,Dollars per million Btu
ID,2002,9.95,Dollars per million Btu
ID,2001,9.78,Dollars per million Btu
ID,2000,9.04,Dollars per million Btu
ID,1999,7.61,Dollars per million Btu
ID,1998,7.37,Dollars per million Btu
ID,1997,7.89,Dollars per million Btu
ID,1996,7.94,Dollars per million Btu
ID,1995,7.52,Dollars per million Btu
ID,1994,7.7,Dollars per million Btu
ID,1993,7.55,Dollars per million Btu
ID,1992,7.52,Dollars per million Btu
ID,1991,7.36,Dollars per million Btu
ID,1990,7.46,Dollars per million Btu
ID,1989,6.96,Dollars per million Btu
ID,1988,7.14,Dollars per million Btu
ID,1987,7.26,Dollars per million Btu
ID,1986,6.96,Dollars per million Btu
ID,1985,8.03,Dollars per million Btu
ID,1984,7.93,Dollars per million Btu
ID,1983,7.77,Dollars per million Btu
ID,1982,7.89,Dollars per million Btu
ID,1981,7.56,Dollars per million Btu
ID,1980,6.64,Dollars per million Btu
ID,1979,4.88,Dollars per million Btu
ID,1978,3.95,Dollars per million Btu
ID,1977,3.72,Dollars per million Btu
ID,1976,3.36,Dollars per million Btu
ID,1975,3,Dollars per million Btu
ID,1974,2.65,Dollars per million Btu
ID,1973,2.04,Dollars per million Btu
ID,1972,1.82,Dollars per million Btu
ID,1971,1.79,Dollars per million Btu
ID,1970,1.76,Dollars per million Btu
IL,2017,15.89,Dollars per million Btu
IL,2016,14.59,Dollars per million Btu
IL,2015,15.57,Dollars per million Btu
IL,2014,18.87,Dollars per million Btu
IL,2013,18.35,Dollars per million Btu
IL,2012,19.18,Dollars per million Btu
IL,2011,19.38,Dollars per million Btu
IL,2010,17.26,Dollars per million Btu
IL,2009,15.79,Dollars per million Btu
IL,2008,19.87,Dollars per million Btu
IL,2007,17.3,Dollars per million Btu
IL,2006,15.91,Dollars per million Btu
IL,2005,14.75,Dollars per million Btu
IL,2004,12.47,Dollars per million Btu
IL,2003,11.25,Dollars per million Btu
IL,2002,10.13,Dollars per million Btu
IL,2001,11.1,Dollars per million Btu
IL,2000,10.47,Dollars per million Btu
IL,1999,8.73,Dollars per million Btu
IL,1998,8.81,Dollars per million Btu
IL,1997,9.24,Dollars per million Btu
IL,1996,9.1,Dollars per million Btu
IL,1995,8.71,Dollars per million Btu
IL,1994,8.76,Dollars per million Btu
IL,1993,8.79,Dollars per million Btu
IL,1992,8.51,Dollars per million Btu
IL,1991,8.64,Dollars per million Btu
IL,1990,8.73,Dollars per million Btu
IL,1989,8.03,Dollars per million Btu
IL,1988,7.63,Dollars per million Btu
IL,1987,7.99,Dollars per million Btu
IL,1986,7.81,Dollars per million Btu
IL,1985,8.48,Dollars per million Btu
IL,1984,8.15,Dollars per million Btu
IL,1983,8.5,Dollars per million Btu
IL,1982,8.21,Dollars per million Btu
IL,1981,7.65,Dollars per million Btu
IL,1980,6.72,Dollars per million Btu
IL,1979,5.2,Dollars per million Btu
IL,1978,4.18,Dollars per million Btu
IL,1977,3.81,Dollars per million Btu
IL,1976,3.42,Dollars per million Btu
IL,1975,3.17,Dollars per million Btu
IL,1974,2.77,Dollars per million Btu
IL,1973,2.09,Dollars per million Btu
IL,1972,1.86,Dollars per million Btu
IL,1971,1.79,Dollars per million Btu
IL,1970,1.7,Dollars per million Btu
IN,2017,15.1,Dollars per million Btu
IN,2016,13.73,Dollars per million Btu
IN,2015,14.95,Dollars per million Btu
IN,2014,18.09,Dollars per million Btu
IN,2013,18.02,Dollars per million Btu
IN,2012,18.21,Dollars per million Btu
IN,2011,17.89,Dollars per million Btu
IN,2010,15.01,Dollars per million Btu
IN,2009,14.04,Dollars per million Btu
IN,2008,17.08,Dollars per million Btu
IN,2007,14.46,Dollars per million Btu
IN,2006,13.91,Dollars per million Btu
IN,2005,12.6,Dollars per million Btu
IN,2004,10.19,Dollars per million Btu
IN,2003,9.17,Dollars per million Btu
IN,2002,8.19,Dollars per million Btu
IN,2001,8.82,Dollars per million Btu
IN,2000,8.23,Dollars per million Btu
IN,1999,7.21,Dollars per million Btu
IN,1998,7.07,Dollars per million Btu
IN,1997,7.4,Dollars per million Btu
IN,1996,7.18,Dollars per million Btu
IN,1995,6.89,Dollars per million Btu
IN,1994,7.07,Dollars per million Btu
IN,1993,6.69,Dollars per million Btu
