State,Year,Total_energy,ENERGY_Unit
TN,1981,453710,Billion Btu
TN,1980,410631,Billion Btu
TN,1979,421332,Billion Btu
TN,1978,403661,Billion Btu
TN,1977,402678,Billion Btu
TN,1976,385042,Billion Btu
TN,1975,371050,Billion Btu
TN,1974,359687,Billion Btu
TN,1973,376109,Billion Btu
TN,1972,457040,Billion Btu
TN,1971,388305,Billion Btu
TN,1970,347124,Billion Btu
TN,1969,335115,Billion Btu
TN,1968,336718,Billion Btu
TN,1967,318963,Billion Btu
TN,1966,287103,Billion Btu
TN,1965,285439,Billion Btu
TN,1964,292122,Billion Btu
TN,1963,280926,Billion Btu
TN,1962,301330,Billion Btu
TN,1961,283981,Billion Btu
TN,1960,287803,Billion Btu
TX,2016,17079792,Billion Btu
TX,2015,18100356,Billion Btu
TX,2014,17638649,Billion Btu
TX,2013,15678239,Billion Btu
TX,2012,14196888,Billion Btu
TX,2011,12576777,Billion Btu
TX,2010,11415465,Billion Btu
TX,2009,11099823,Billion Btu
TX,2008,11330452,Billion Btu
TX,2007,10320336,Billion Btu
TX,2006,9725664,Billion Btu
TX,2005,9405375,Billion Btu
TX,2004,9180382,Billion Btu
TX,2003,9303094,Billion Btu
TX,2002,9293524,Billion Btu
TX,2001,9527360,Billion Btu
TX,2000,9703693,Billion Btu
TX,1999,9544693,Billion Btu
TX,1998,10144307,Billion Btu
TX,1997,10220538,Billion Btu
TX,1996,10268502,Billion Btu
TX,1995,10251688,Billion Btu
TX,1994,10345123,Billion Btu
TX,1993,10267738,Billion Btu
TX,1992,10479536,Billion Btu
TX,1991,10623938,Billion Btu
TX,1990,10595789,Billion Btu
TX,1989,10554375,Billion Btu
TX,1988,10878885,Billion Btu
TX,1987,10860833,Billion Btu
TX,1986,11401133,Billion Btu
TX,1985,11767792,Billion Btu
TX,1984,11842948,Billion Btu
TX,1983,11542934,Billion Btu
TX,1982,12195702,Billion Btu
TX,1981,12883301,Billion Btu
TX,1980,13313318,Billion Btu
TX,1979,13759135,Billion Btu
TX,1978,13672353,Billion Btu
TX,1977,14737917,Billion Btu
TX,1976,15146096,Billion Btu
TX,1975,15606107,Billion Btu
TX,1974,16526142,Billion Btu
TX,1973,17075213,Billion Btu
TX,1972,17233854,Billion Btu
TX,1971,16634803,Billion Btu
TX,1970,16564914,Billion Btu
TX,1969,15434106,Billion Btu
TX,1968,14940178,Billion Btu
TX,1967,14512711,Billion Btu
TX,1966,13974822,Billion Btu
TX,1965,13339085,Billion Btu
TX,1964,13142827,Billion Btu
TX,1963,12711827,Billion Btu
TX,1962,12375349,Billion Btu
TX,1961,12225380,Billion Btu
TX,1960,12075806,Billion Btu
UT,2016,920341,Billion Btu
UT,2015,1020718,Billion Btu
UT,2014,1172036,Billion Btu
UT,2013,1123007,Billion Btu
UT,2012,1118331,Billion Btu
UT,2011,1128682,Billion Btu
UT,2010,1073079,Billion Btu
UT,2009,1127555,Billion Btu
UT,2008,1169898,Billion Btu
UT,2007,1080950,Billion Btu
UT,2006,1082815,Billion Btu
UT,2005,986220,Billion Btu
UT,2004,884345,Billion Btu
UT,2003,912211,Billion Btu
UT,2002,972900,Billion Btu
UT,2001,1056722,Billion Btu
UT,2000,1039553,Billion Btu
UT,1999,1029825,Billion Btu
UT,1998,1040530,Billion Btu
UT,1997,1044515,Billion Btu
UT,1996,1048872,Billion Btu
UT,1995,997283,Billion Btu
UT,1994,1012564,Billion Btu
UT,1993,914135,Billion Btu
UT,1992,841803,Billion Btu
UT,1991,842878,Billion Btu
UT,1990,871632,Billion Btu
UT,1989,798283,Billion Btu
UT,1988,770390,Billion Btu
UT,1987,721771,Billion Btu
UT,1986,686362,Billion Btu
UT,1985,653231,Billion Btu
UT,1984,596262,Billion Btu
UT,1983,540170,Billion Btu
UT,1982,641508,Billion Btu
UT,1981,590869,Billion Btu
UT,1980,571863,Billion Btu
UT,1979,519480,Billion Btu
UT,1978,466809,Billion Btu
UT,1977,468215,Billion Btu
UT,1976,454901,Billion Btu
UT,1975,484749,Billion Btu
UT,1974,438640,Billion Btu
UT,1973,385659,Billion Btu
UT,1972,324311,Billion Btu
UT,1971,304172,Billion Btu
UT,1970,298105,Billion Btu
UT,1969,303756,Billion Btu
UT,1968,295325,Billion Btu
UT,1967,298514,Billion Btu
UT,1966,326913,Billion Btu
UT,1965,345640,Billion Btu
UT,1964,365590,Billion Btu
UT,1963,377930,Billion Btu
UT,1962,360005,Billion Btu
UT,1961,373460,Billion Btu
UT,1960,389446,Billion Btu
VT,2016,28443,Billion Btu
VT,2015,30551,Billion Btu
VT,2014,85902,Billion Btu
VT,2013,84095,Billion Btu
VT,2012,78283,Billion Btu
VT,2011,80646,Billion Btu
VT,2010,80702,Billion Btu
VT,2009,87639,Billion Btu
VT,2008,78193,Billion Btu
VT,2007,67989,Billion Btu
VT,2006,80881,Billion Btu
VT,2005,66815,Billion Btu
VT,2004,62271,Billion Btu
VT,2003,70371,Billion Btu
VT,2002,64091,Billion Btu
VT,2001,60900,Billion Btu
VT,2000,68821,Billion Btu
VT,1999,63218,Billion Btu
VT,1998,55515,Billion Btu
VT,1997,64725,Billion Btu
VT,1996,61766,Billion Btu
VT,1995,59708,Billion Btu
VT,1994,64174,Billion Btu
VT,1993,53659,Billion Btu
VT,1992,55119,Billion Btu
VT,1991,60381,Billion Btu
VT,1990,57751,Billion Btu
VT,1989,58189,Billion Btu
VT,1988,65319,Billion Btu
VT,1987,60059,Billion Btu
VT,1986,45647,Billion Btu
VT,1985,58749,Billion Btu
VT,1984,62206,Billion Btu
VT,1983,57852,Billion Btu
VT,1982,68888,Billion Btu
VT,1981,64187,Billion Btu
VT,1980,55378,Billion Btu
VT,1979,59861,Billion Btu
VT,1978,55961,Billion Btu
VT,1977,57470,Billion Btu
VT,1976,55339,Billion Btu
VT,1975,55580,Billion Btu
VT,1974,43842,Billion Btu
VT,1973,34570,Billion Btu
VT,1972,17783,Billion Btu
VT,1971,14594,Billion Btu
VT,1970,14717,Billion Btu
VT,1969,16109,Billion Btu
VT,1968,15086,Billion Btu
VT,1967,15167,Billion Btu
VT,1966,15557,Billion Btu
VT,1965,14396,Billion Btu
VT,1964,13500,Billion Btu
VT,1963,13995,Billion Btu
VT,1962,15682,Billion Btu
VT,1961,15369,Billion Btu
VT,1960,17339,Billion Btu
VA,2016,910658,Billion Btu
VA,2015,931905,Billion Btu
VA,2014,985885,Billion Btu
VA,2013,1025885,Billion Btu
VA,2012,1047354,Billion Btu
VA,2011,1087672,Billion Btu
VA,2010,1100815,Billion Btu
VA,2009,1091443,Billion Btu
VA,2008,1166053,Billion Btu
VA,2007,1175202,Billion Btu
VA,2006,1281790,Billion Btu
VA,2005,1227039,Billion Btu
VA,2004,1312037,Billion Btu
VA,2003,1339693,Billion Btu
VA,2002,1235676,Billion Btu
VA,2001,1299958,Billion Btu
VA,2000,1353571,Billion Btu
VA,1999,1345658,Billion Btu
VA,1998,1374506,Billion Btu
VA,1997,1425090,Billion Btu
VA,1996,1415647,Billion Btu
VA,1995,1355517,Billion Btu
VA,1994,1428205,Billion Btu
VA,1993,1443699,Billion Btu
VA,1992,1540031,Billion Btu
VA,1991,1503983,Billion Btu
VA,1990,1648621,Billion Btu
VA,1989,1421430,Billion Btu
VA,1988,1564786,Billion Btu
VA,1987,1489365,Billion Btu
VA,1986,1430255,Billion Btu
VA,1985,1453516,Billion Btu
VA,1984,1376564,Billion Btu
VA,1983,1237990,Billion Btu
VA,1982,1342331,Billion Btu
VA,1981,1389484,Billion Btu
VA,1980,1281987,Billion Btu
VA,1979,1141733,Billion Btu
VA,1978,1052520,Billion Btu
VA,1977,1132028,Billion Btu
VA,1976,1189016,Billion Btu
VA,1975,1059319,Billion Btu
VA,1974,1001866,Billion Btu
VA,1973,1016281,Billion Btu
VA,1972,1008832,Billion Btu
VA,1971,907281,Billion Btu
VA,1970,1025855,Billion Btu
VA,1969,1031540,Billion Btu
VA,1968,1066326,Billion Btu
VA,1967,1058430,Billion Btu
VA,1966,1030130,Billion Btu
VA,1965,987837,Billion Btu
VA,1964,920711,Billion Btu
VA,1963,890108,Billion Btu
VA,1962,864865,Billion Btu
VA,1961,887666,Billion Btu
VA,1960,824357,Billion Btu
WA,2016,1008329,Billion Btu
WA,2015,941785,Billion Btu
WA,2014,1034601,Billion Btu
WA,2013,1010659,Billion Btu
WA,2012,1114043,Billion Btu
WA,2011,1106551,Billion Btu
WA,2010,914338,Billion Btu
WA,2009,901433,Billion Btu
WA,2008,976130,Billion Btu
WA,2007,968204,Billion Btu
WA,2006,1065862,Billion Btu
WA,2005,976432,Billion Btu
WA,2004,1001254,Billion Btu
WA,2003,1006268,Billion Btu
WA,2002,1073718,Billion Btu
WA,2001,817353,Billion Btu
WA,2000,1065124,Billion Btu
WA,1999,1209409,Billion Btu
WA,1998,1047355,Billion Btu
WA,1997,1295763,Billion Btu
WA,1996,1239919,Billion Btu
WA,1995,1093387,Billion Btu
WA,1994,921648,Billion Btu
WA,1993,941503,Billion Btu
WA,1992,945935,Billion Btu
WA,1991,1134146,Billion Btu
WA,1990,1146162,Billion Btu
WA,1989,1002024,Billion Btu
WA,1988,983317,Billion Btu
WA,1987,980603,Billion Btu
WA,1986,1107104,Billion Btu
WA,1985,1074995,Billion Btu
WA,1984,1102341,Billion Btu
WA,1983,1106258,Billion Btu
WA,1982,1115936,Billion Btu
WA,1981,1172097,Billion Btu
WA,1980,1057170,Billion Btu
WA,1979,1022098,Billion Btu
WA,1978,1123772,Billion Btu
WA,1977,901856,Billion Btu
WA,1976,1144321,Billion Btu
WA,1975,1032431,Billion Btu
WA,1974,1033339,Billion Btu
WA,1973,884538,Billion Btu
WA,1972,928962,Billion Btu
WA,1971,863413,Billion Btu
WA,1970,825416,Billion Btu
WA,1969,814247,Billion Btu
WA,1968,783235,Billion Btu
WA,1967,702293,Billion Btu
WA,1966,629703,Billion Btu
WA,1965,582426,Billion Btu
WA,1964,558451,Billion Btu
WA,1963,517358,Billion Btu
WA,1962,480508,Billion Btu
WA,1961,458873,Billion Btu
WA,1960,431849,Billion Btu
WV,2016,3784831,Billion Btu
WV,2015,4106078,Billion Btu
WV,2014,4201168,Billion Btu
WV,2013,3799597,Billion Btu
WV,2012,3720572,Billion Btu
WV,2011,3820505,Billion Btu
WV,2010,3700095,Billion Btu
WV,2009,3734008,Billion Btu
WV,2008,4188949,Billion Btu
WV,2007,4155403,Billion Btu
WV,2006,4106081,Billion Btu
WV,2005,4136605,Billion Btu
WV,2004,3976697,Billion Btu
WV,2003,3765536,Billion Btu
WV,2002,4047572,Billion Btu
WV,2001,4330256,Billion Btu
WV,2000,4339126,Billion Btu
WV,1999,4242051,Billion Btu
WV,1998,4640243,Billion Btu
WV,1997,4685293,Billion Btu
WV,1996,4614977,Billion Btu
WV,1995,4457367,Billion Btu
WV,1994,4446186,Billion Btu
WV,1993,3613212,Billion Btu
WV,1992,4490303,Billion Btu
WV,1991,4648542,Billion Btu
WV,1990,4687227,Billion Btu
WV,1989,4242807,Billion Btu
WV,1988,4051513,Billion Btu
WV,1987,3792509,Billion Btu
WV,1986,3601104,Billion Btu
WV,1985,3556325,Billion Btu
WV,1984,3625392,Billion Btu
WV,1983,3195570,Billion Btu
WV,1982,3559258,Billion Btu
WV,1981,3160284,Billion Btu
WV,1980,3326436,Billion Btu
WV,1979,3106772,Billion Btu
WV,1978,2355598,Billion Btu
WV,1977,2633851,Billion Btu
WV,1976,2980817,Billion Btu
WV,1975,2980999,Billion Btu
WV,1974,2868733,Billion Btu
WV,1973,3240192,Billion Btu
WV,1972,3405069,Billion Btu
WV,1971,3289868,Billion Btu
WV,1970,3958045,Billion Btu
WV,1969,3830045,Billion Btu
WV,1968,3946521,Billion Btu
WV,1967,4117789,Billion Btu
WV,1966,4015516,Billion Btu
WV,1965,3999564,Billion Btu
WV,1964,3798034,Billion Btu
WV,1963,3577658,Billion Btu
WV,1962,3228661,Billion Btu
WV,1961,3092315,Billion Btu
WV,1960,3237864,Billion Btu
WI,2016,309813,Billion Btu
WI,2015,307426,Billion Btu
WI,2014,312549,Billion Btu
WI,2013,325599,Billion Btu
WI,2012,344205,Billion Btu
WI,2011,323588,Billion Btu
WI,2010,342572,Billion Btu
WI,2009,303439,Billion Btu
WI,2008,303547,Billion Btu
WI,2007,283921,Billion Btu
WI,2006,272282,Billion Btu
WI,2005,248416,Billion Btu
WI,2004,232711,Billion Btu
WI,2003,242769,Billion Btu
WI,2002,231538,Billion Btu
WI,2001,242017,Billion Btu
WI,2000,233384,Billion Btu
WI,1999,234332,Billion Btu
WI,1998,206741,Billion Btu
WI,1997,164284,Billion Btu
WI,1996,230164,Billion Btu
WI,1995,226815,Billion Btu
WI,1994,227126,Billion Btu
WI,1993,225024,Billion Btu
WI,1992,226270,Billion Btu
WI,1991,223493,Billion Btu
WI,1990,221357,Billion Btu
WI,1989,238459,Billion Btu
WI,1988,278706,Billion Btu
WI,1987,270951,Billion Btu
WI,1986,280195,Billion Btu
WI,1985,334387,Billion Btu
WI,1984,331981,Billion Btu
WI,1983,319059,Billion Btu
WI,1982,309127,Billion Btu
WI,1981,303842,Billion Btu
WI,1980,295424,Billion Btu
WI,1979,206051,Billion Btu
WI,1978,218985,Billion Btu
WI,1977,192382,Billion Btu
WI,1976,188020,Billion Btu
WI,1975,179422,Billion Btu
WI,1974,157765,Billion Btu
WI,1973,132712,Billion Btu
WI,1972,101193,Billion Btu
WI,1971,99388,Billion Btu
WI,1970,60038,Billion Btu
WI,1969,62804,Billion Btu
WI,1968,65830,Billion Btu
WI,1967,61003,Billion Btu
WI,1966,60892,Billion Btu
WI,1965,61690,Billion Btu
WI,1964,54980,Billion Btu
WI,1963,55114,Billion Btu
WI,1962,61695,Billion Btu
WI,1961,60619,Billion Btu
WI,1960,64968,Billion Btu
WY,2016,7518403,Billion Btu
WY,2015,9078727,Billion Btu
WY,2014,9362056,Billion Btu
WY,2013,9236921,Billion Btu
WY,2012,9612685,Billion Btu
WY,2011,10353191,Billion Btu
WY,2010,10536615,Billion Btu
WY,2009,10336858,Billion Btu
WY,2008,10886190,Billion Btu
WY,2007,10416795,Billion Btu
WY,2006,10062253,Billion Btu
WY,2005,9156148,Billion Btu
WY,2004,9002214,Billion Btu
WY,2003,8590378,Billion Btu
WY,2002,8449084,Billion Btu
WY,2001,8299346,Billion Btu
WY,2000,7495961,Billion Btu
WY,1999,7306694,Billion Btu
WY,1998,6876206,Billion Btu
WY,1997,6174129,Billion Btu
WY,1996,6040021,Billion Btu
WY,1995,5796682,Billion Btu
WY,1994,5357870,Billion Btu
WY,1993,4873001,Billion Btu
WY,1992,4817100,Billion Btu
WY,1991,4824903,Billion Btu
WY,1990,4664376,Billion Btu
WY,1989,4361366,Billion Btu
WY,1988,4111037,Billion Btu
WY,1987,3787513,Billion Btu
WY,1986,3553143,Billion Btu
WY,1985,3688642,Billion Btu
WY,1984,3598337,Billion Btu
WY,1983,3162143,Billion Btu
WY,1982,3044510,Billion Btu
WY,1981,3039457,Billion Btu
WY,1980,2898469,Billion Btu
WY,1979,2468777,Billion Btu
WY,1978,2202779,Billion Btu
WY,1977,1969220,Billion Btu
WY,1976,1692906,Billion Btu
WY,1975,1556424,Billion Btu
WY,1974,1566537,Billion Btu
WY,1973,1507152,Billion Btu
WY,1972,1430380,Billion Btu
WY,1971,1427671,Billion Btu
WY,1970,1436981,Billion Btu
WY,1969,1322803,Billion Btu
WY,1968,1185859,Billion Btu
WY,1967,1124539,Billion Btu
WY,1966,1120354,Billion Btu
WY,1965,1126993,Billion Btu
WY,1964,1123349,Billion Btu
WY,1963,1130588,Billion Btu
WY,1962,1067967,Billion Btu
WY,1961,1087858,Billion Btu
WY,1960,1018174,Billion Btu
