State,Year,Total_renewable_energy,Renew_Unit
IN,1999,35587,Billion Btu
IN,1998,36011,Billion Btu
IN,1997,38775,Billion Btu
IN,1996,44081,Billion Btu
IN,1995,42773,Billion Btu
IN,1994,41227,Billion Btu
IN,1993,43365,Billion Btu
IN,1992,53416,Billion Btu
IN,1991,51514,Billion Btu
IN,1990,51991,Billion Btu
IN,1989,59556,Billion Btu
IN,1988,70048,Billion Btu
IN,1987,66365,Billion Btu
IN,1986,62712,Billion Btu
IN,1985,61116,Billion Btu
IN,1984,60540,Billion Btu
IN,1983,63692,Billion Btu
IN,1982,58101,Billion Btu
IN,1981,59181,Billion Btu
IN,1980,56145,Billion Btu
IN,1979,51858,Billion Btu
IN,1978,45814,Billion Btu
IN,1977,38768,Billion Btu
IN,1976,36021,Billion Btu
IN,1975,31342,Billion Btu
IN,1974,32017,Billion Btu
IN,1973,32102,Billion Btu
IN,1972,30826,Billion Btu
IN,1971,27156,Billion Btu
IN,1970,28494,Billion Btu
IN,1969,29971,Billion Btu
IN,1968,28677,Billion Btu
IN,1967,27363,Billion Btu
IN,1966,24315,Billion Btu
IN,1965,23060,Billion Btu
IN,1964,23168,Billion Btu
IN,1963,24007,Billion Btu
IN,1962,24089,Billion Btu
IN,1961,24199,Billion Btu
IN,1960,24556,Billion Btu
IA,2016,215777,Billion Btu
IA,2015,198324,Billion Btu
IA,2014,188053,Billion Btu
IA,2013,176771,Billion Btu
IA,2012,159574,Billion Btu
IA,2011,133401,Billion Btu
IA,2010,127122,Billion Btu
IA,2009,109693,Billion Btu
IA,2008,73135,Billion Btu
IA,2007,61037,Billion Btu
IA,2006,53596,Billion Btu
IA,2005,57741,Billion Btu
IA,2004,51118,Billion Btu
IA,2003,48932,Billion Btu
IA,2002,50139,Billion Btu
IA,2001,41779,Billion Btu
IA,2000,46140,Billion Btu
IA,1999,50870,Billion Btu
IA,1998,46876,Billion Btu
IA,1997,48861,Billion Btu
IA,1996,58187,Billion Btu
IA,1995,51366,Billion Btu
IA,1994,52043,Billion Btu
IA,1993,51270,Billion Btu
IA,1992,56076,Billion Btu
IA,1991,56829,Billion Btu
IA,1990,56993,Billion Btu
IA,1989,59710,Billion Btu
IA,1988,96422,Billion Btu
IA,1987,92526,Billion Btu
IA,1986,88596,Billion Btu
IA,1985,68467,Billion Btu
IA,1984,67352,Billion Btu
IA,1983,64331,Billion Btu
IA,1982,59822,Billion Btu
IA,1981,59876,Billion Btu
IA,1980,58556,Billion Btu
IA,1979,18947,Billion Btu
IA,1978,19287,Billion Btu
IA,1977,17088,Billion Btu
IA,1976,15187,Billion Btu
IA,1975,17029,Billion Btu
IA,1974,16976,Billion Btu
IA,1973,16691,Billion Btu
IA,1972,17235,Billion Btu
IA,1971,16122,Billion Btu
IA,1970,16080,Billion Btu
IA,1969,15250,Billion Btu
IA,1968,16244,Billion Btu
IA,1967,14243,Billion Btu
IA,1966,14994,Billion Btu
IA,1965,15160,Billion Btu
IA,1964,12798,Billion Btu
IA,1963,13403,Billion Btu
IA,1962,15580,Billion Btu
IA,1961,15713,Billion Btu
IA,1960,15884,Billion Btu
KS,2016,137997,Billion Btu
KS,2015,111070,Billion Btu
KS,2014,112871,Billion Btu
KS,2013,99745,Billion Btu
KS,2012,57963,Billion Btu
KS,2011,45424,Billion Btu
KS,2010,40266,Billion Btu
KS,2009,34618,Billion Btu
KS,2008,23767,Billion Btu
KS,2007,17286,Billion Btu
KS,2006,15231,Billion Btu
KS,2005,12522,Billion Btu
KS,2004,12606,Billion Btu
KS,2003,12565,Billion Btu
KS,2002,13319,Billion Btu
KS,2001,8950,Billion Btu
KS,2000,8072,Billion Btu
KS,1999,8268,Billion Btu
KS,1998,8075,Billion Btu
KS,1997,8783,Billion Btu
KS,1996,10784,Billion Btu
KS,1995,10640,Billion Btu
KS,1994,10552,Billion Btu
KS,1993,11095,Billion Btu
KS,1992,12333,Billion Btu
KS,1991,12209,Billion Btu
KS,1990,11968,Billion Btu
KS,1989,15170,Billion Btu
KS,1988,19054,Billion Btu
KS,1987,17679,Billion Btu
KS,1986,18543,Billion Btu
KS,1985,11561,Billion Btu
KS,1984,11197,Billion Btu
KS,1983,9024,Billion Btu
KS,1982,9721,Billion Btu
KS,1981,8164,Billion Btu
KS,1980,9088,Billion Btu
KS,1979,7928,Billion Btu
KS,1978,7540,Billion Btu
KS,1977,6852,Billion Btu
KS,1976,6526,Billion Btu
KS,1975,5811,Billion Btu
KS,1974,5915,Billion Btu
KS,1973,6031,Billion Btu
KS,1972,5702,Billion Btu
KS,1971,3941,Billion Btu
KS,1970,3730,Billion Btu
KS,1969,3280,Billion Btu
KS,1968,3459,Billion Btu
KS,1967,3349,Billion Btu
KS,1966,3529,Billion Btu
KS,1965,3499,Billion Btu
KS,1964,3674,Billion Btu
KS,1963,3798,Billion Btu
KS,1962,3670,Billion Btu
KS,1961,3855,Billion Btu
KS,1960,4123,Billion Btu
KY,2016,70347,Billion Btu
KY,2015,71407,Billion Btu
KY,2014,73565,Billion Btu
KY,2013,72596,Billion Btu
KY,2012,57710,Billion Btu
KY,2011,66399,Billion Btu
KY,2010,61680,Billion Btu
KY,2009,65053,Billion Btu
KY,2008,53122,Billion Btu
KY,2007,50599,Billion Btu
KY,2006,57538,Billion Btu
KY,2005,63466,Billion Btu
KY,2004,65370,Billion Btu
KY,2003,65580,Billion Btu
KY,2002,62831,Billion Btu
KY,2001,53167,Billion Btu
KY,2000,36052,Billion Btu
KY,1999,38204,Billion Btu
KY,1998,43480,Billion Btu
KY,1997,47970,Billion Btu
KY,1996,55143,Billion Btu
KY,1995,51206,Billion Btu
KY,1994,56670,Billion Btu
KY,1993,47980,Billion Btu
KY,1992,57999,Billion Btu
KY,1991,56629,Billion Btu
KY,1990,50476,Billion Btu
KY,1989,73036,Billion Btu
KY,1988,56441,Billion Btu
KY,1987,60441,Billion Btu
KY,1986,63267,Billion Btu
KY,1985,69540,Billion Btu
KY,1984,74709,Billion Btu
KY,1983,64980,Billion Btu
KY,1982,69360,Billion Btu
KY,1981,55135,Billion Btu
KY,1980,55822,Billion Btu
KY,1979,82531,Billion Btu
KY,1978,70514,Billion Btu
KY,1977,64140,Billion Btu
KY,1976,68110,Billion Btu
KY,1975,66857,Billion Btu
KY,1974,66669,Billion Btu
KY,1973,67629,Billion Btu
KY,1972,66566,Billion Btu
KY,1971,61912,Billion Btu
KY,1970,57023,Billion Btu
KY,1969,51326,Billion Btu
KY,1968,53358,Billion Btu
KY,1967,61073,Billion Btu
KY,1966,49311,Billion Btu
KY,1965,47438,Billion Btu
KY,1964,47022,Billion Btu
KY,1963,47591,Billion Btu
KY,1962,51423,Billion Btu
KY,1961,48648,Billion Btu
KY,1960,50751,Billion Btu
LA,2016,160024,Billion Btu
LA,2015,133772,Billion Btu
LA,2014,149414,Billion Btu
LA,2013,126021,Billion Btu
LA,2012,108783,Billion Btu
LA,2011,111498,Billion Btu
LA,2010,112652,Billion Btu
LA,2009,106939,Billion Btu
LA,2008,109279,Billion Btu
LA,2007,150009,Billion Btu
LA,2006,149461,Billion Btu
LA,2005,151309,Billion Btu
LA,2004,185640,Billion Btu
LA,2003,148609,Billion Btu
LA,2002,140938,Billion Btu
LA,2001,136086,Billion Btu
LA,2000,142328,Billion Btu
LA,1999,148307,Billion Btu
LA,1998,147482,Billion Btu
LA,1997,149628,Billion Btu
LA,1996,152443,Billion Btu
LA,1995,151598,Billion Btu
LA,1994,147246,Billion Btu
LA,1993,137491,Billion Btu
LA,1992,130798,Billion Btu
LA,1991,127508,Billion Btu
LA,1990,125199,Billion Btu
LA,1989,129286,Billion Btu
LA,1988,103943,Billion Btu
LA,1987,100062,Billion Btu
LA,1986,99811,Billion Btu
LA,1985,78537,Billion Btu
LA,1984,78627,Billion Btu
LA,1983,74654,Billion Btu
LA,1982,69667,Billion Btu
LA,1981,68263,Billion Btu
LA,1980,64707,Billion Btu
LA,1979,44717,Billion Btu
LA,1978,47825,Billion Btu
LA,1977,46692,Billion Btu
LA,1976,45170,Billion Btu
LA,1975,42358,Billion Btu
LA,1974,44928,Billion Btu
LA,1973,45748,Billion Btu
LA,1972,44819,Billion Btu
LA,1971,41912,Billion Btu
LA,1970,41620,Billion Btu
LA,1969,40698,Billion Btu
LA,1968,40791,Billion Btu
LA,1967,37685,Billion Btu
LA,1966,39754,Billion Btu
LA,1965,38299,Billion Btu
LA,1964,39291,Billion Btu
LA,1963,39147,Billion Btu
LA,1962,36785,Billion Btu
LA,1961,37174,Billion Btu
LA,1960,38992,Billion Btu
ME,2016,134140,Billion Btu
ME,2015,147747,Billion Btu
ME,2014,157640,Billion Btu
ME,2013,161899,Billion Btu
ME,2012,156806,Billion Btu
ME,2011,159444,Billion Btu
ME,2010,156140,Billion Btu
ME,2009,148204,Billion Btu
ME,2008,182576,Billion Btu
ME,2007,155620,Billion Btu
ME,2006,152339,Billion Btu
ME,2005,159674,Billion Btu
ME,2004,136769,Billion Btu
ME,2003,132344,Billion Btu
ME,2002,140385,Billion Btu
ME,2001,146146,Billion Btu
ME,2000,163025,Billion Btu
ME,1999,159186,Billion Btu
ME,1998,151240,Billion Btu
ME,1997,161828,Billion Btu
ME,1996,167218,Billion Btu
ME,1995,160885,Billion Btu
ME,1994,156736,Billion Btu
ME,1993,158153,Billion Btu
ME,1992,159035,Billion Btu
ME,1991,157261,Billion Btu
ME,1990,151630,Billion Btu
ME,1989,154425,Billion Btu
ME,1988,118029,Billion Btu
ME,1987,116377,Billion Btu
ME,1986,122771,Billion Btu
ME,1985,136042,Billion Btu
ME,1984,139329,Billion Btu
ME,1983,140252,Billion Btu
ME,1982,126910,Billion Btu
ME,1981,129782,Billion Btu
ME,1980,121124,Billion Btu
ME,1979,76896,Billion Btu
ME,1978,74889,Billion Btu
ME,1977,72689,Billion Btu
ME,1976,70099,Billion Btu
ME,1975,60423,Billion Btu
ME,1974,64263,Billion Btu
ME,1973,64648,Billion Btu
ME,1972,59882,Billion Btu
ME,1971,55423,Billion Btu
ME,1970,59420,Billion Btu
ME,1969,61658,Billion Btu
ME,1968,59840,Billion Btu
ME,1967,58337,Billion Btu
ME,1966,55812,Billion Btu
ME,1965,51675,Billion Btu
ME,1964,55936,Billion Btu
ME,1963,58874,Billion Btu
ME,1962,55672,Billion Btu
ME,1961,56575,Billion Btu
ME,1960,59784,Billion Btu
MD,2016,51146,Billion Btu
MD,2015,51087,Billion Btu
MD,2014,53332,Billion Btu
MD,2013,53684,Billion Btu
MD,2012,48435,Billion Btu
MD,2011,56186,Billion Btu
MD,2010,46632,Billion Btu
MD,2009,48411,Billion Btu
MD,2008,44673,Billion Btu
MD,2007,40836,Billion Btu
MD,2006,45594,Billion Btu
MD,2005,43642,Billion Btu
MD,2004,53426,Billion Btu
MD,2003,54135,Billion Btu
MD,2002,38064,Billion Btu
MD,2001,33247,Billion Btu
MD,2000,53885,Billion Btu
MD,1999,50675,Billion Btu
MD,1998,52451,Billion Btu
MD,1997,52920,Billion Btu
MD,1996,66005,Billion Btu
MD,1995,51811,Billion Btu
MD,1994,52990,Billion Btu
MD,1993,49263,Billion Btu
MD,1992,46672,Billion Btu
MD,1991,41675,Billion Btu
MD,1990,50546,Billion Btu
MD,1989,55480,Billion Btu
MD,1988,46241,Billion Btu
MD,1987,47753,Billion Btu
MD,1986,54645,Billion Btu
MD,1985,55147,Billion Btu
MD,1984,60086,Billion Btu
MD,1983,52084,Billion Btu
MD,1982,51598,Billion Btu
MD,1981,45372,Billion Btu
MD,1980,45823,Billion Btu
MD,1979,66329,Billion Btu
MD,1978,59254,Billion Btu
MD,1977,59569,Billion Btu
MD,1976,56373,Billion Btu
MD,1975,55834,Billion Btu
MD,1974,52381,Billion Btu
MD,1973,55059,Billion Btu
MD,1972,56117,Billion Btu
MD,1971,49264,Billion Btu
MD,1970,51782,Billion Btu
MD,1969,45515,Billion Btu
MD,1968,47752,Billion Btu
MD,1967,49500,Billion Btu
MD,1966,42103,Billion Btu
MD,1965,39019,Billion Btu
MD,1964,37440,Billion Btu
MD,1963,35457,Billion Btu
MD,1962,36002,Billion Btu
MD,1961,35723,Billion Btu
MD,1960,38447,Billion Btu
MA,2016,64331,Billion Btu
MA,2015,61018,Billion Btu
MA,2014,62364,Billion Btu
MA,2013,57175,Billion Btu
MA,2012,49498,Billion Btu
MA,2011,51571,Billion Btu
MA,2010,48587,Billion Btu
MA,2009,49326,Billion Btu
MA,2008,42733,Billion Btu
MA,2007,38237,Billion Btu
MA,2006,45554,Billion Btu
MA,2005,40796,Billion Btu
MA,2004,51071,Billion Btu
MA,2003,50338,Billion Btu
MA,2002,46722,Billion Btu
MA,2001,47998,Billion Btu
MA,2000,69462,Billion Btu
MA,1999,65168,Billion Btu
MA,1998,66413,Billion Btu
MA,1997,72315,Billion Btu
MA,1996,78433,Billion Btu
MA,1995,72547,Billion Btu
MA,1994,73476,Billion Btu
MA,1993,69749,Billion Btu
MA,1992,68433,Billion Btu
MA,1991,66582,Billion Btu
MA,1990,65263,Billion Btu
MA,1989,66832,Billion Btu
MA,1988,61835,Billion Btu
MA,1987,60278,Billion Btu
MA,1986,69642,Billion Btu
MA,1985,65453,Billion Btu
MA,1984,65032,Billion Btu
MA,1983,78595,Billion Btu
MA,1982,66640,Billion Btu
MA,1981,73163,Billion Btu
MA,1980,72495,Billion Btu
MA,1979,74298,Billion Btu
MA,1978,67677,Billion Btu
MA,1977,63357,Billion Btu
MA,1976,60502,Billion Btu
MA,1975,53325,Billion Btu
MA,1974,56959,Billion Btu
MA,1973,56501,Billion Btu
MA,1972,59302,Billion Btu
MA,1971,61247,Billion Btu
MA,1970,65043,Billion Btu
MA,1969,64611,Billion Btu
MA,1968,62101,Billion Btu
MA,1967,58183,Billion Btu
MA,1966,58117,Billion Btu
MA,1965,55636,Billion Btu
MA,1964,54148,Billion Btu
MA,1963,52762,Billion Btu
MA,1962,53590,Billion Btu
MA,1961,52769,Billion Btu
MA,1960,53354,Billion Btu
MI,2016,156947,Billion Btu
MI,2015,159977,Billion Btu
MI,2014,164251,Billion Btu
MI,2013,150826,Billion Btu
MI,2012,125094,Billion Btu
MI,2011,121580,Billion Btu
MI,2010,106755,Billion Btu
MI,2009,101612,Billion Btu
MI,2008,113574,Billion Btu
MI,2007,106308,Billion Btu
MI,2006,106140,Billion Btu
MI,2005,110256,Billion Btu
MI,2004,101894,Billion Btu
MI,2003,97148,Billion Btu
MI,2002,89210,Billion Btu
MI,2001,94158,Billion Btu
MI,2000,110506,Billion Btu
MI,1999,107946,Billion Btu
MI,1998,105953,Billion Btu
MI,1997,113741,Billion Btu
MI,1996,122454,Billion Btu
MI,1995,105715,Billion Btu
MI,1994,102457,Billion Btu
MI,1993,100474,Billion Btu
MI,1992,108477,Billion Btu
MI,1991,105361,Billion Btu
MI,1990,97986,Billion Btu
MI,1989,111822,Billion Btu
MI,1988,118354,Billion Btu
MI,1987,112079,Billion Btu
MI,1986,113125,Billion Btu
MI,1985,110639,Billion Btu
MI,1984,110270,Billion Btu
MI,1983,117776,Billion Btu
MI,1982,107422,Billion Btu
MI,1981,108231,Billion Btu
MI,1980,103039,Billion Btu
MI,1979,73877,Billion Btu
MI,1978,66270,Billion Btu
MI,1977,54719,Billion Btu
MI,1976,52481,Billion Btu
MI,1975,47458,Billion Btu
MI,1974,50587,Billion Btu
MI,1973,47225,Billion Btu
MI,1972,56203,Billion Btu
MI,1971,53960,Billion Btu
MI,1970,54309,Billion Btu
MI,1969,56624,Billion Btu
MI,1968,56320,Billion Btu
MI,1967,56539,Billion Btu
MI,1966,56828,Billion Btu
MI,1965,55858,Billion Btu
MI,1964,52769,Billion Btu
MI,1963,51374,Billion Btu
MI,1962,53745,Billion Btu
MI,1961,55209,Billion Btu
MI,1960,59100,Billion Btu
MN,2016,177107,Billion Btu
MN,2015,173977,Billion Btu
MN,2014,179848,Billion Btu
MN,2013,158347,Billion Btu
MN,2012,157313,Billion Btu
MN,2011,146147,Billion Btu
MN,2010,132851,Billion Btu
MN,2009,127835,Billion Btu
MN,2008,115658,Billion Btu
MN,2007,96776,Billion Btu
MN,2006,80232,Billion Btu
MN,2005,81276,Billion Btu
MN,2004,68844,Billion Btu
MN,2003,62604,Billion Btu
MN,2002,64215,Billion Btu
MN,2001,72783,Billion Btu
MN,2000,71811,Billion Btu
MN,1999,68076,Billion Btu
MN,1998,62648,Billion Btu
MN,1997,67314,Billion Btu
MN,1996,70498,Billion Btu
MN,1995,68668,Billion Btu
MN,1994,66112,Billion Btu
MN,1993,64530,Billion Btu
MN,1992,64351,Billion Btu
MN,1991,60732,Billion Btu
MN,1990,58248,Billion Btu
MN,1989,61905,Billion Btu
MN,1988,59821,Billion Btu
MN,1987,58523,Billion Btu
MN,1986,63446,Billion Btu
MN,1985,66473,Billion Btu
MN,1984,66000,Billion Btu
MN,1983,62650,Billion Btu
MN,1982,58930,Billion Btu
MN,1981,56592,Billion Btu
MN,1980,54794,Billion Btu
MN,1979,53947,Billion Btu
MN,1978,50237,Billion Btu
MN,1977,36725,Billion Btu
MN,1976,35632,Billion Btu
MN,1975,36949,Billion Btu
MN,1974,35899,Billion Btu
MN,1973,36452,Billion Btu
MN,1972,35695,Billion Btu
MN,1971,33768,Billion Btu
MN,1970,32822,Billion Btu
MN,1969,34190,Billion Btu
MN,1968,33828,Billion Btu
MN,1967,32385,Billion Btu
MN,1966,35031,Billion Btu
MN,1965,34786,Billion Btu
MN,1964,33210,Billion Btu
MN,1963,32328,Billion Btu
MN,1962,34382,Billion Btu
MN,1961,32478,Billion Btu
MN,1960,34957,Billion Btu
MS,2016,63955,Billion Btu
MS,2015,58493,Billion Btu
MS,2014,60938,Billion Btu
MS,2013,59672,Billion Btu
MS,2012,70848,Billion Btu
MS,2011,57390,Billion Btu
MS,2010,56251,Billion Btu
MS,2009,46240,Billion Btu
MS,2008,46818,Billion Btu
MS,2007,63587,Billion Btu
MS,2006,63073,Billion Btu
MS,2005,62678,Billion Btu
MS,2004,61251,Billion Btu
MS,2003,45346,Billion Btu
MS,2002,49641,Billion Btu
MS,2001,56085,Billion Btu
MS,2000,75389,Billion Btu
MS,1999,65132,Billion Btu
MS,1998,64175,Billion Btu
MS,1997,84291,Billion Btu
MS,1996,85740,Billion Btu
MS,1995,94192,Billion Btu
MS,1994,94862,Billion Btu
MS,1993,92435,Billion Btu
MS,1992,90830,Billion Btu
MS,1991,89510,Billion Btu
MS,1990,84868,Billion Btu
MS,1989,76403,Billion Btu
MS,1988,47412,Billion Btu
MS,1987,45439,Billion Btu
MS,1986,49196,Billion Btu
MS,1985,50892,Billion Btu
MS,1984,50468,Billion Btu
MS,1983,45071,Billion Btu
MS,1982,44643,Billion Btu
MS,1981,41070,Billion Btu
MS,1980,38097,Billion Btu
MS,1979,37510,Billion Btu
MS,1978,37576,Billion Btu
MS,1977,36230,Billion Btu
MS,1976,34819,Billion Btu
MS,1975,31152,Billion Btu
MS,1974,31279,Billion Btu
MS,1973,32195,Billion Btu
MS,1972,32432,Billion Btu
MS,1971,32841,Billion Btu
MS,1970,33527,Billion Btu
MS,1969,34609,Billion Btu
MS,1968,35452,Billion Btu
MS,1967,34261,Billion Btu
MS,1966,37816,Billion Btu
MS,1965,37759,Billion Btu
MS,1964,38448,Billion Btu
MS,1963,39154,Billion Btu
MS,1962,44673,Billion Btu
MS,1961,45532,Billion Btu
MS,1960,46565,Billion Btu
MO,2016,50662,Billion Btu
MO,2015,56651,Billion Btu
MO,2014,56873,Billion Btu
MO,2013,59555,Billion Btu
MO,2012,46969,Billion Btu
MO,2011,53114,Billion Btu
MO,2010,57757,Billion Btu
MO,2009,57847,Billion Btu
MO,2008,50818,Billion Btu
MO,2007,38135,Billion Btu
MO,2006,26006,Billion Btu
MO,2005,38894,Billion Btu
MO,2004,32596,Billion Btu
MO,2003,23898,Billion Btu
MO,2002,30541,Billion Btu
MO,2001,29425,Billion Btu
MO,2000,20285,Billion Btu
MO,1999,32497,Billion Btu
MO,1998,37398,Billion Btu
MO,1997,30753,Billion Btu
MO,1996,30767,Billion Btu
MO,1995,36252,Billion Btu
MO,1994,35896,Billion Btu
MO,1993,49981,Billion Btu
MO,1992,34756,Billion Btu
MO,1991,30538,Billion Btu
MO,1990,40959,Billion Btu
MO,1989,36263,Billion Btu
MO,1988,43057,Billion Btu
MO,1987,40796,Billion Btu
MO,1986,49316,Billion Btu
MO,1985,62419,Billion Btu
MO,1984,47028,Billion Btu
MO,1983,44037,Billion Btu
MO,1982,43880,Billion Btu
MO,1981,30527,Billion Btu
MO,1980,30880,Billion Btu
MO,1979,55940,Billion Btu
MO,1978,49657,Billion Btu
MO,1977,37981,Billion Btu
MO,1976,39537,Billion Btu
MO,1975,40414,Billion Btu
MO,1974,44031,Billion Btu
MO,1973,43807,Billion Btu
MO,1972,29355,Billion Btu
MO,1971,30407,Billion Btu
MO,1970,33344,Billion Btu
MO,1969,39601,Billion Btu
MO,1968,39086,Billion Btu
MO,1967,31558,Billion Btu
MO,1966,33010,Billion Btu
MO,1965,35404,Billion Btu
MO,1964,31229,Billion Btu
MO,1963,33299,Billion Btu
MO,1962,40239,Billion Btu
MO,1961,45068,Billion Btu
MO,1960,41442,Billion Btu
MT,2016,117703,Billion Btu
MT,2015,115815,Billion Btu
MT,2014,134199,Billion Btu
MT,2013,114552,Billion Btu
MT,2012,124262,Billion Btu
MT,2011,139894,Billion Btu
MT,2010,114148,Billion Btu
MT,2009,113796,Billion Btu
MT,2008,123130,Billion Btu
MT,2007,117749,Billion Btu
MT,2006,122239,Billion Btu
MT,2005,113989,Billion Btu
MT,2004,101507,Billion Btu
MT,2003,100336,Billion Btu
MT,2002,108583,Billion Btu
MT,2001,80503,Billion Btu
MT,2000,113712,Billion Btu
MT,1999,156945,Billion Btu
MT,1998,128200,Billion Btu
MT,1997,153223,Billion Btu
MT,1996,158499,Billion Btu
MT,1995,127339,Billion Btu
MT,1994,94262,Billion Btu
MT,1993,108980,Billion Btu
MT,1992,95666,Billion Btu
MT,1991,142099,Billion Btu
MT,1990,123257,Billion Btu
MT,1989,110658,Billion Btu
MT,1988,103594,Billion Btu
MT,1987,110865,Billion Btu
MT,1986,133648,Billion Btu
MT,1985,120678,Billion Btu
MT,1984,130293,Billion Btu
MT,1983,135489,Billion Btu
MT,1982,126554,Billion Btu
MT,1981,130973,Billion Btu
MT,1980,114608,Billion Btu
MT,1979,119406,Billion Btu
MT,1978,132188,Billion Btu
MT,1977,97331,Billion Btu
MT,1976,135822,Billion Btu
MT,1975,112007,Billion Btu
MT,1974,106573,Billion Btu
MT,1973,84637,Billion Btu
MT,1972,104348,Billion Btu
MT,1971,107251,Billion Btu
MT,1970,98397,Billion Btu
MT,1969,106143,Billion Btu
MT,1968,100651,Billion Btu
MT,1967,98163,Billion Btu
MT,1966,90332,Billion Btu
MT,1965,95505,Billion Btu
MT,1964,79375,Billion Btu
MT,1963,70429,Billion Btu
MT,1962,74894,Billion Btu
MT,1961,76550,Billion Btu
MT,1960,69936,Billion Btu
NE,2016,48343,Billion Btu
NE,2015,50626,Billion Btu
NE,2014,42965,Billion Btu
NE,2013,33774,Billion Btu
NE,2012,29067,Billion Btu
NE,2011,31029,Billion Btu
NE,2010,25860,Billion Btu
NE,2009,16804,Billion Btu
NE,2008,13780,Billion Btu
NE,2007,13537,Billion Btu
NE,2006,18574,Billion Btu
NE,2005,18408,Billion Btu
NE,2004,18691,Billion Btu
NE,2003,19462,Billion Btu
NE,2002,19875,Billion Btu
NE,2001,19656,Billion Btu
NE,2000,21304,Billion Btu
NE,1999,23849,Billion Btu
NE,1998,23289,Billion Btu
NE,1997,23660,Billion Btu
NE,1996,24576,Billion Btu
NE,1995,19081,Billion Btu
NE,1994,17810,Billion Btu
NE,1993,14748,Billion Btu
NE,1992,16226,Billion Btu
NE,1991,15684,Billion Btu
NE,1990,16405,Billion Btu
NE,1989,18551,Billion Btu
NE,1988,20004,Billion Btu
NE,1987,22005,Billion Btu
NE,1986,24303,Billion Btu
NE,1985,22471,Billion Btu
NE,1984,21233,Billion Btu
NE,1983,20038,Billion Btu
NE,1982,19000,Billion Btu
NE,1981,17814,Billion Btu
NE,1980,19778,Billion Btu
NE,1979,16832,Billion Btu
NE,1978,16096,Billion Btu
NE,1977,16136,Billion Btu
NE,1976,16378,Billion Btu
NE,1975,15399,Billion Btu
NE,1974,16161,Billion Btu
